,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,FY2020 Final Grants,,
,,,,,Includes,,Includes,,Includes,,Includes,,,,,,,,,,,as of 3-13-2020,,
,,,,,Full Day K,,Full Day K,,Full Day K,,Full Day K,,,,,,FY2020,,Stabilization,,, Grants = Max of Preliminary Grant plus Stabiliation Grant @ 100% OR 95% of 11-15-18 Grant Estimate ,,
,From EOY Data Excl Charter And OOS,,,,18-19 Membership,Base Adequacy Aid,F &R ,Free or Reduced Differentiated Aid, SPED,Special Education Differentiated Aid,ELL,ELL Differentiated Aid,Grade 3 Reading Below Proficient,Grade 3 Reading Differentiated Aid,Total Calculated Cost of an Adequate Education,SWEPT @,Preliminary        Grants = Cost of Adequacy            Less SWEPT,FY2012 Stabilization Grant  ,If Preliminary Grant > 0 and  ADM > 0 then FY12 Stabilization  @ ,FY 2020 First Estimate on         11-15-18,Minimum First FY20 Estimate as of   11-15-18 X,,,
133,Dix's Grant,TRUE,133,Dix's Grant, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 2,031 ", -   , -   , -   , -   , -   , -   ,,
134,Dixville,TRUE,134,Dixville, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 20,354 ", -   ," 8,706.00 ", -   , -   , -   , -   ,,
139,Dorchester,TRUE,139,Dorchester, 29.11 ," 107,946.27 ", 17.11 ," 31,720.28 ", 7.00 ," 13,966.47 ", -   , -   , -   , -   ," 153,633.02 "," 78,279 "," 75,354.02 "," 180,839.00 "," 180,839.00 "," 223,298.90 "," 212,133.96 "," 256,193.02 ",,
141,Dover,TRUE,141,Dover," 3,668.07 "," 13,604,082.09 "," 1,044.67 "," 1,937,209.22 ", 699.94 ," 1,396,524.69 ", 120.52 ," 87,451.11 ", 62.54 ," 45,381.77 "," 17,070,648.88 "," 7,036,198 "," 10,034,450.88 ", -   , -   ," 9,221,790.24 "," 8,760,700.73 "," 10,034,450.88 ",,
143,Dublin,TRUE,143,Dublin, 139.63 ," 517,857.32 ", 32.45 ," 60,170.74 ", 19.52 ,"38,952.29", -   , -   , 4.00 ," 2,902.52 ","619,882.87"," 493,469 "," 126,413.87 "," 14,881.00 "," 14,881.00 "," 97,012.53 "," 92,161.90 "," 141,294.87 ",,
147,Dummer,TRUE,147,Dummer, 21.94 ," 81,363.59 ", 9.60 ," 17,794.45 ", 1.48 ," 2,952.91 ", -   , -   , -   , -   ," 102,110.95 "," 62,272 "," 39,838.95 "," 50,888.00 "," 50,888.00 "," 80,106.16 "," 76,100.85 "," 90,726.95 ",,
149,Dunbarton,TRUE,149,Dunbarton, 443.28 ," 1,644,032.45 ", 40.51 ," 75,123.16 ", 85.53 ," 170,648.12 ", -   , -   , 4.00 ," 2,902.52 "," 1,892,706.25 "," 721,766 "," 1,170,940.25 ", -   , -   ," 1,035,290.61 "," 983,526.08 "," 1,170,940.25 ",,
151,Durham,TRUE,151,Durham, 938.89 ," 3,482,147.58 ", 36.54 ," 67,757.93 ", 120.95 ," 241,319.45 ", 18.41 ," 13,358.92 ", 10.00 ," 7,256.30 "," 3,811,840.18 "," 2,320,697 "," 1,491,143.18 "," 12,435.00 "," 12,435.00 "," 1,458,150.70 "," 1,385,243.17 "," 1,503,578.18 ",,
153,East Kingston,TRUE,153,East Kingston, 366.13 ," 1,357,887.83 ", 27.21 ," 50,449.34 ", 49.67 ," 99,106.47 ", 1.00 , 725.63 , 7.66 ," 5,555.13 "," 1,513,724.40 "," 684,346 "," 829,378.40 ", -   , -   ," 820,979.63 "," 779,930.65 "," 829,378.40 ",,
155,Easton,TRUE,155,Easton, 25.98 ," 96,345.95 ", 4.00 ," 7,417.52 ", 3.00 ," 5,985.63 ", -   , -   , 1.00 , 725.63 ," 110,474.73 "," 140,453 ", -   , -   , -   , -   , -   , -   ,,
