,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FY2021 Final Grants,,,,,
,,,,,,,,,,,,,,,,,,,New FY2021  ,New FY2021  ,New FY2021  ,,,,First Estimate FY2021,,as of 4-1-2021,,,,,
,,,,,,,,,,,,,,,,,,,only,only,only,FY2021,,Stabilization,as of 11-15-19,, Grants = Max of Preliminary Grant plus Stabiliation Grant @ 100% OR 95% of 11-15-19 Grant Estimate ,,,,,
,From EOY Data Excl Charter And OOS,,,,19-20 Membership,Base Adequacy Aid,F &R ,Free or Reduced Differentiated Aid, SPED,Special Education Differentiated Aid,ELL,ELL Differentiated Aid,Grade 3 Reading Below Proficient,Grade 3 Reading Differentiated Aid,Home School Academic ,Home School Academic Aid,Total Calculated Cost of an Adequate Education,SWEPT @,% F&R Eligible        19-20 F&R / 19-20 EOY,F&R Additional Aid ,Fiscal Capacity Disparity Aid,Preliminary        Grants = Cost of Adequacy Less SWEPT + F&R Aid + Fiscal Disparity,FY2012 Stabilization Grant  ,If Preliminary Grant > 0 and  ADM > 0 then FY12 Stabilization  @ ,Adequacy Grant = Preliminary Grant + Stabilization Grant + F&R + Fiscal Disparity,Minimum First FY21 Estimate as of   11-15-19 X,,,,,,
,,,,,ADM," 3,708.78 ",ADM," 1,854.38 ",ADM," 1,995.21 ",ADM, 725.63 ,ADM, 725.63 , ADM ," 3,708.78 ",$,$1.925 ,,,,,,100%,,95%,,,,,,
,,,,State Total,"167,284.28","620,420,601.22 ","45,684.59","84,716,585.22 ","29,374.16 ","58,607,614.97 ","4,970.88","3,607,017.23 ","2,269.50"," 1,646,813.88 ",38.757," 143,741.22 "," 769,142,373.74 "," 363,068,238 ",," 11,737,311.15 "," 47,505,896.81 "," 490,999,494.13 "," 158,480,276 "," 157,262,893.00 "," 654,655,067.73 "," 621,922,314.40 "," 649,510,185.66 ",,,,,
123,Danbury,TRUE,123,Danbury, 139.43 ," 517,127.43 ", 53.34 ," 98,903.91 ", 19.43 ," 38,770.52 ", 1.00 , 725.63 , 2.80 ," 2,032.56 ", -   , -   ," 657,560.05 "," 225,185 ",38.25%," 14,873.22 "," 54,081.03 "," 501,329.30 "," 390,811.00 "," 390,811.00 "," 821,119.14 "," 780,063.18 "," 892,140.30 ",,,,,
125,Danville,TRUE,125,Danville, 569.76 ," 2,113,132.29 ", 85.61 ," 158,756.62 ", 132.54 ," 264,436.35 ", 3.00 ," 2,176.89 ", 6.00 ," 4,353.78 ", -   , -   ," 2,542,855.93 "," 870,455 ",15.03%," 9,382.07 "," 282,228.44 "," 1,964,011.44 "," 1,082,128.00 "," 1,082,128.00 "," 3,013,182.39 "," 2,862,523.27 "," 3,046,139.44 ",,,,,
127,Deerfield,TRUE,127,Deerfield, 677.62 ," 2,513,155.00 ", 102.27 ," 189,650.04 ", 133.72 ," 266,809.06 ", 2.00 ," 1,451.26 ", 9.00 ," 6,530.67 ", -   , -   ," 2,977,596.03 "," 1,158,341 ",15.09%," 11,252.52 "," 105,929.16 "," 1,936,436.71 "," 341,247.00 "," 341,247.00 "," 2,263,459.37 "," 2,150,286.40 "," 2,277,683.71 ",,,,,
129,Deering,TRUE,129,Deering, 188.11 ," 697,643.40 ", 77.95 ," 144,541.32 ", 37.34 ," 74,495.36 ", -   , -   , 1.00 , 725.63 , -   , -   ," 917,405.71 "," 396,229 ",41.44%," 23,548.83 ", -   ," 544,725.54 "," 398,400.00 "," 398,400.00 "," 936,993.51 "," 890,143.83 "," 943,125.54 ",,,,,
131,Derry,TRUE,131,Derry," 4,714.56 "," 17,485,261.39 "," 1,051.61 "," 1,950,084.55 "," 1,015.78 "," 2,026,684.64 ", 40.40 ," 29,315.89 ", 66.63 ," 48,351.56 ", -   , -   ," 21,539,698.03 "," 6,588,941 ",22.31%," 171,054.78 "," 3,370,924.63 "," 18,492,736.44 "," 8,658,713.00 "," 8,658,713.00 "," 26,955,429.49 "," 25,607,658.02 "," 27,151,449.44 ",,,,,
133,Dix's Grant,TRUE,133,Dix's Grant, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,905 ",0.00%, -   , -   , -   , -   , -   , -   , -   , -   ,,,,,
134,Dixville,TRUE,134,Dixville, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 15,262 ",0.00%, -   , -   , -   ," 8,706.00 ", -   , -   , -   , -   ,,,,,
139,Dorchester,TRUE,139,Dorchester, 31.22 ," 115,784.03 ", 15.18 ," 28,157.65 ", 8.00 ," 15,961.68 ", -   , -   , -   , -   , -   , -   ," 159,903.36 "," 77,307 ",48.64%," 5,314.54 ", -   ," 87,910.90 "," 180,839.00 "," 180,839.00 "," 256,418.32 "," 243,597.40 "," 268,749.90 ",,,,,
141,Dover,TRUE,141,Dover," 3,678.75 "," 13,643,687.78 "," 1,043.98 "," 1,935,942.12 ", 727.23 ," 1,450,966.59 ", 108.08 ," 78,427.83 ", 57.57 ," 41,774.95 ", 0.975 ," 3,616.06 "," 17,154,415.33 "," 7,195,076 ",28.38%," 216,010.83 ", -   ," 10,175,350.16 ", -   , -   ," 9,978,350.06 "," 9,479,432.56 "," 10,175,350.16 ",,,,,
143,Dublin,TRUE,143,Dublin, 133.18 ," 493,935.69 ", 31.75 ," 58,880.83 ", 18.58 ,"37,079.78", -   , -   , 4.00 ," 2,902.52 ", -   , -   ," 592,798.82 "," 515,511 ",23.84%," 5,518.98 ", -   ," 82,806.80 "," 14,881.00 "," 14,881.00 "," 121,004.59 "," 114,954.36 "," 114,954.36 ",,,,,
147,Dummer,TRUE,147,Dummer, 22.22 ," 82,396.85 ", 7.22 ," 13,382.50 ", 3.00 ," 5,985.63 ", -   , -   , -   , -   , -   , -   ," 101,764.98 "," 59,482 ",32.48%," 1,708.91 ", -   ," 43,991.89 "," 50,888.00 "," 50,888.00 "," 104,335.32 "," 99,118.55 "," 99,118.55 ",,,,,
149,Dunbarton,TRUE,149,Dunbarton, 455.43 ," 1,689,097.83 ", 29.23 ," 54,209.65 ", 91.41 ," 182,374.76 ", -   , -   , 4.00 ," 2,902.52 ", 0.075 , 278.16 ," 1,928,862.92 "," 690,471 ",6.42%, -   ," 242,104.21 "," 1,480,496.13 ", -   , -   ," 1,422,505.96 "," 1,351,380.66 "," 1,480,496.13 ",,,,,
151,Durham,TRUE,151,Durham, 928.46 ," 3,443,441.64 ", 51.57 ," 95,634.46 ", 123.86 ," 247,136.09 ", 15.01 ," 10,888.73 ", 10.24 ," 7,427.04 ", -   , -   ," 3,804,527.96 "," 2,321,450 ",5.55%, -   , -   ," 1,483,077.96 "," 12,435.00 "," 12,435.00 "," 1,473,255.08 "," 1,399,592.33 "," 1,495,512.96 ",,,,,
153,East Kingston,TRUE,153,East Kingston, 345.96 ," 1,283,093.61 ", 25.87 ," 47,966.69 ", 46.64 ," 93,054.40 ", 1.00 , 725.63 , 6.00 ," 4,353.78 ", -   , -   ," 1,429,194.11 "," 708,415 ",7.48%, -   , -   ," 720,779.11 ", -   , -   ," 734,813.28 "," 698,072.62 "," 720,779.11 ",,,,,
155,Easton,TRUE,155,Easton, 27.00 ," 100,137.06 ", 6.00 ," 11,126.28 ", 4.00 ," 7,980.84 ", -   , -   , -   , -   , -   , -   ," 119,244.18 "," 139,218 ",22.22%, 972.02 , -   , -   , -   , -   , -   , -   , -   ,,,,,
159,Eaton,TRUE,159,Eaton, 26.59 ," 98,633.15 ", 5.71 ," 10,580.35 ", 4.71 ," 9,388.66 ", -   , -   , -   , -   , 0.225 , 834.48 ," 119,436.64 "," 227,961 ",21.45%, 892.30 , -   , -   , -   , -   , -   , -   , -   ,,,,,
161,Effingham,TRUE,161,Effingham, 192.13 ," 712,550.10 ", 109.66 ," 203,355.76 ", 25.48 ," 50,842.14 ", 1.00 , 725.63 , 2.00 ," 1,451.26 ", 0.600 ," 2,225.27 "," 971,150.16 "," 340,306 ",57.08%," 38,381.84 "," 34,181.72 "," 703,407.72 "," 323,629.00 "," 323,629.00 "," 1,027,806.15 "," 976,415.84 "," 1,027,036.72 ",,,,,
162,Ellsworth,TRUE,162,Ellsworth, 10.00 ," 37,087.80 ", 6.00 ," 11,126.28 ", 1.00 ," 1,995.21 ", -   , -   , -   , -   , -   , -   ," 50,209.29 "," 28,809 ",60.00%," 2,100.00 ", -   ," 23,500.29 ", -   , -   ," 19,893.11 "," 18,898.45 "," 23,500.29 ",,,,,
163,Enfield,TRUE,163,Enfield, 430.33 ," 1,595,999.30 ", 119.94 ," 222,409.70 ", 101.48 ," 202,470.52 ", 7.75 ," 5,622.62 ", 5.34 ," 3,875.44 ", 0.450 ," 1,668.95 "," 2,032,046.53 "," 1,144,798 ",27.87%," 24,370.38 ", -   ," 911,618.91 "," 58,733.00 "," 58,733.00 "," 959,625.40 "," 911,644.13 "," 970,351.91 ",,,,,
165,Epping,TRUE,165,Epping, 889.76 ," 3,299,930.77 ", 174.82 ," 324,179.19 ", 147.59 ," 294,471.65 ", 7.00 ," 5,079.41 ", 21.00 ," 15,238.23 ", -   , -   ," 3,938,899.25 "," 1,757,502 ",19.65%," 25,045.93 ", -   ," 2,206,443.18 "," 866,394.00 "," 866,394.00 "," 3,231,769.57 "," 3,070,181.09 "," 3,072,837.18 ",,,,,
167,Epsom,TRUE,167,Epsom, 559.68 ," 2,075,726.65 ", 98.28 ," 182,253.66 ", 83.23 ," 166,066.32 ", 0.28 , 201.36 , 7.00 ," 5,079.41 ", -   , -   ," 2,429,327.40 "," 955,276 ",17.56%," 12,583.38 "," 156,913.09 "," 1,643,547.87 "," 955,543.00 "," 955,543.00 "," 2,698,195.44 "," 2,563,285.67 "," 2,599,090.87 ",,,,,
171,Errol,TRUE,171,Errol, 17.00 ," 63,049.26 ", 3.00 ," 5,563.14 ", -   , -   , -   , -   , 1.00 , 725.63 , -   , -   ," 69,338.03 "," 156,945 ",17.65%, 386.07 , -   , -   ," 14,426.00 ", -   , -   , -   , -   ,,,,,
173,Exeter,TRUE,173,Exeter," 2,027.61 "," 7,519,949.77 ", 263.74 ," 489,075.85 ", 295.35 ," 589,277.09 ", 25.82 ," 18,737.36 ", 26.54 ," 19,261.41 ", -   , -   ," 8,636,301.48 "," 4,280,919 ",13.01%," 25,019.23 ", -   ," 4,380,401.71 ", -   , -   ," 4,420,230.39 "," 4,199,218.87 "," 4,380,401.71 ",,,,,
175,Farmington,TRUE,175,Farmington, 790.44 ," 2,931,582.16 ", 413.97 ," 767,660.10 ", 172.10 ," 343,378.43 ", 2.00 ," 1,451.26 ", 9.00 ," 6,530.67 ", -   , -   ," 4,050,602.62 "," 1,021,908 ",52.37%," 144,889.96 "," 681,046.14 "," 3,854,630.72 "," 2,914,592.00 "," 2,914,592.00 "," 6,900,760.04 "," 6,555,722.04 "," 6,769,222.72 ",,,,,
177,Fitzwilliam,TRUE,177,Fitzwilliam, 225.63 ," 836,806.10 ", 86.04 ," 159,548.44 ", 44.46 ," 88,700.85 ", 2.00 ," 1,451.26 ", 4.00 ," 2,902.52 ", -   , -   ," 1,089,409.17 "," 483,458 ",38.13%," 23,917.70 ", -   ," 629,868.87 "," 208,236.00 "," 208,236.00 "," 808,525.17 "," 768,098.91 "," 838,104.87 ",,,,,
179,Francestown,TRUE,179,Francestown, 168.48 ," 624,856.74 ", 34.42 ," 63,819.60 ", 26.28 ," 52,440.30 ", 1.00 , 725.63 , 5.00 ," 3,628.15 ", -   , -   ," 745,470.42 "," 391,785 ",20.43%," 5,126.37 ", -   ," 358,811.79 "," 173,610.00 "," 173,610.00 "," 539,282.12 "," 512,318.01 "," 532,421.79 ",,,,,
183,Franconia,TRUE,183,Franconia, 104.07 ," 385,977.19 ", 26.45 ," 49,055.40 ", 9.69 ," 19,341.37 ", 1.00 , 725.63 , 0.03 , 25.03 , 0.150 , 556.32 ," 455,680.94 "," 575,452 ",25.42%," 4,902.73 ", -   , -   , -   , -   , -   , -   , -   ,,,,,
185,Franklin,TRUE,185,Franklin, 924.28 ," 3,427,956.37 ", 602.04 ," 1,116,402.41 ", 209.64 ," 418,272.43 ", 2.00 ," 1,451.26 ", 9.00 ," 6,530.67 ", 0.300 ," 1,112.63 "," 4,971,725.77 "," 1,201,740 ",65.14%," 210,712.39 "," 686,134.20 "," 4,666,832.36 "," 4,034,992.00 "," 4,034,992.00 "," 8,439,111.57 "," 8,017,155.99 "," 8,701,824.36 ",,,,,
187,Freedom,TRUE,187,Freedom, 94.93 ," 352,061.50 ", 36.32 ," 67,356.09 ", 24.52 ," 48,915.57 ", 1.00 , 725.63 , 2.00 ," 1,451.26 ", -   , -   ," 470,510.05 "," 1,098,615 ",38.26%," 10,131.69 ", -   , -   , -   , -   , -   , -   , -   ,,,,,
189,Fremont,TRUE,189,Fremont, 580.70 ," 2,153,682.24 ", 72.79 ," 134,972.16 ", 97.91 ," 195,356.00 ", 1.00 , 725.63 , 19.00 ," 13,786.97 ", -   , -   ," 2,498,523.00 "," 975,352 ",12.53%," 6,649.96 "," 188,991.34 "," 1,718,812.30 ", -   , -   ," 1,836,383.84 "," 1,744,564.65 "," 1,744,564.65 ",,,,,
191,Gilford,TRUE,191,Gilford, 997.78 ," 3,700,533.53 ", 189.99 ," 352,311.62 ", 142.68 ," 284,674.17 ", -   , -   , 14.00 ," 10,158.82 ", -   , -   ," 4,347,678.14 "," 3,918,513 ",19.04%," 26,374.56 ", -   ," 455,539.70 "," 363,818.00 "," 363,818.00 "," 812,843.02 "," 772,200.87 "," 819,357.70 ",,,,,
195,Gilmanton,TRUE,195,Gilmanton, 568.34 ," 2,107,840.24 ", 95.42 ," 176,949.02 ", 60.74 ," 121,183.07 ", 1.00 , 725.63 , 7.00 ," 5,079.41 ", -   , -   ," 2,411,777.37 "," 970,532 ",16.79%," 11,681.50 "," 159,423.55 "," 1,612,350.42 ", -   , -   ," 1,539,219.05 "," 1,462,258.10 "," 1,612,350.42 ",,,,,
197,Gilsum,TRUE,197,Gilsum, 61.63 ," 228,576.93 ", 34.64 ," 64,229.05 ", 12.20 ," 24,343.56 ", -   , -   , 1.00 , 725.63 , -   , -   ," 317,875.17 "," 127,381 ",56.20%," 12,122.74 ", -   ," 202,616.91 "," 286,055.00 "," 286,055.00 "," 489,467.38 "," 464,994.01 "," 488,671.91 ",,,,,
199,Goffstown,TRUE,199,Goffstown," 2,216.16 "," 8,219,239.13 ", 398.79 ," 739,514.88 ", 417.19 ," 832,379.27 ", 29.25 ," 21,227.43 ", 28.50 ," 20,680.46 ", 3.241 ," 12,020.16 "," 9,845,061.33 "," 3,285,021 ",17.99%," 52,308.60 "," 1,261,365.93 "," 7,873,714.86 "," 1,040,103.00 "," 1,040,103.00 "," 8,965,602.40 "," 8,517,322.28 "," 8,913,817.86 ",,,,,
201,Gorham,TRUE,201,Gorham, 326.02 ," 1,209,149.44 ", 83.45 ," 154,749.49 ", 75.86 ," 151,365.01 ", 3.00 ," 2,176.89 ", 1.00 , 725.63 , -   , -   ," 1,518,166.46 "," 427,538 ",25.60%," 15,575.59 "," 199,884.06 "," 1,306,088.11 "," 849,335.00 "," 849,335.00 "," 2,278,207.75 "," 2,164,297.36 "," 2,164,297.36 ",,,,,
203,Goshen,TRUE,203,Goshen, 84.52 ," 313,470.17 ", 29.90 ," 55,438.36 ", 15.32 ," 30,571.61 ", 1.00 , 725.63 , -   , -   , -   , -   ," 400,205.77 "," 141,964 ",35.37%," 7,709.18 "," 24,645.90 "," 290,596.85 "," 221,681.00 "," 221,681.00 "," 492,786.87 "," 468,147.53 "," 512,277.85 ",,,,,
209,Grafton,TRUE,209,Grafton, 144.96 ," 537,626.23 ", 55.05 ," 102,086.59 ", 46.20 ," 92,179.90 ", -   , -   , 2.25 ," 1,633.68 ", -   , -   ," 733,526.40 "," 239,559 ",37.98%," 15,243.47 "," 49,809.86 "," 559,020.73 "," 250,176.00 "," 250,176.00 "," 789,094.20 "," 749,639.49 "," 809,196.73 ",,,,,
211,Grantham,TRUE,211,Grantham, 450.76 ," 1,671,784.14 ", 37.05 ," 68,698.10 ", 46.97 ," 93,712.82 ", 6.92 ," 5,017.95 ", 6.00 ," 4,353.78 ", -   , -   ," 1,843,566.79 "," 1,010,186 ",8.22%, -   , -   ," 833,380.79 ", -   , -   ," 876,894.83 "," 833,050.09 "," 833,380.79 ",,,,,
213,Greenfield,TRUE,213,Greenfield, 191.11 ," 708,791.25 ", 52.93 ," 98,154.37 ", 38.44 ," 76,695.47 ", 1.00 , 725.63 , 7.00 ," 5,079.41 ", -   , -   ," 889,446.13 "," 325,428 ",27.70%," 10,689.59 "," 54,145.59 "," 628,853.31 "," 347,765.00 "," 347,765.00 "," 945,320.96 "," 898,054.91 "," 976,618.31 ",,,,,
215,Greenland,TRUE,215,Greenland, 595.49 ," 2,208,537.32 ", 41.56 ," 77,061.73 ", 52.03 ," 103,813.97 ", 4.00 ," 2,902.52 ", 4.00 ," 2,902.52 ", -   , -   ," 2,395,218.06 "," 1,690,384 ",6.98%, -   , -   ," 704,834.06 "," 19,719.00 "," 19,719.00 "," 728,865.31 "," 692,422.04 "," 724,553.06 ",,,,,
219,Greenville,TRUE,219,Greenville, 237.56 ," 881,053.70 ", 93.83 ," 174,000.00 ", 40.34 ," 80,485.18 ", 0.21 , 150.71 , 1.00 , 725.63 , -   , -   ," 1,136,415.22 "," 218,870 ",39.50%," 27,021.24 "," 328,334.72 "," 1,272,901.18 "," 1,186,140.00 "," 1,186,140.00 "," 2,504,894.75 "," 2,379,650.01 "," 2,459,041.18 ",,,,,
221,Groton,TRUE,221,Groton, 42.33 ," 156,991.17 ", 24.00 ," 44,505.12 ", 13.16 ," 26,255.17 ", -   , -   , -   , -   , -   , -   ," 227,751.46 "," 267,885 ",56.70%," 8,400.00 ", -   , -   ," 204,912.00 ", -   , -   , -   , -   ,,,,,
222,Hale's Location,TRUE,222,Hale's Location, 0.88 ," 3,255.57 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 3,255.57 "," 154,397 ",0.00%, -   , -   , -   , -   , -   , -   , -   , -   ,,,,,
223,Hampstead,TRUE,223,Hampstead," 1,241.80 "," 4,605,565.60 ", 95.42 ," 176,942.16 ", 214.13 ," 427,243.89 ", 2.00 ," 1,451.26 ", 22.14 ," 16,067.77 ", -   , -   ," 5,227,270.68 "," 2,530,859 ",7.68%, -   , -   ," 2,696,411.68 "," 13,676.00 "," 13,676.00 "," 2,707,824.66 "," 2,572,433.43 "," 2,710,087.68 ",,,,,
225,Hampton,TRUE,225,Hampton," 1,559.46 "," 5,783,703.33 ", 256.38 ," 475,416.86 ", 221.50 ," 441,947.79 ", 27.84 ," 20,198.71 ", 12.00 ," 8,707.56 ", -   , -   ," 6,729,974.25 "," 7,370,725 ",16.44%," 30,731.07 ", -   , -   , -   , -   , -   , -   , -   ,,,,,
227,Hampton Falls,TRUE,227,Hampton Falls, 319.40 ," 1,184,571.72 ", 12.99 ," 24,087.84 ", 45.30 ," 90,378.62 ", 1.00 , 725.63 , 4.00 ," 2,902.52 ", -   , -   ," 1,302,666.33 "," 977,756 ",4.07%, -   , -   ," 324,910.33 ", -   , -   ," 324,752.34 "," 308,514.72 "," 324,910.33 ",,,,,
231,Hancock,TRUE,231,Hancock, 168.51 ," 624,953.54 ", 25.37 ," 47,051.37 ", 20.00 ," 39,904.20 ", -   , -   , 5.00 ," 3,628.15 ", -   , -   ," 715,537.26 "," 492,806 ",15.06%," 2,786.15 ", -   ," 225,517.41 "," 128,961.00 "," 128,961.00 "," 343,665.07 "," 326,481.82 "," 354,478.41 ",,,,,
233,Hanover,TRUE,233,Hanover," 1,163.14 "," 4,313,844.46 ", 44.31 ," 82,175.00 ", 156.01 ," 311,281.89 ", 27.20 ," 19,739.24 ", 4.00 ," 2,902.52 ", -   , -   ," 4,729,943.11 "," 4,634,865 ",3.81%, -   , -   ," 95,078.11 ", -   , -   ," 125,165.77 "," 118,907.48 "," 118,907.48 ",,,,,
235,Harrisville,TRUE,235,Harrisville, 84.91 ," 314,895.82 ", 18.20 ," 33,749.72 ", 9.53 ," 19,020.94 ", -   , -   , 1.00 , 725.63 , -   , -   ," 368,392.11 "," 394,790 ",21.44%," 2,844.98 ", -   , -   ," 13,345.00 ", -   , -   , -   , -   ,,,,,
236,Hart's Location,TRUE,236,Hart's Location, 0.88 ," 3,276.34 ", 0.47 , 865.44 , 0.47 , 931.16 , -   , -   , -   , -   , -   , -   ," 5,072.94 "," 32,673 ",52.83%, 163.35 , -   , -   , -   , -   , -   , -   , -   ,,,,,
238,Haverhill,TRUE,238,Haverhill, 562.45 ," 2,085,985.88 ", 227.57 ," 422,007.38 ", 109.81 ," 219,096.80 ", 3.00 ," 2,176.89 ", 7.20 ," 5,221.71 ", 0.073 , 270.74 ," 2,734,759.40 "," 643,608 ",40.46%," 67,128.07 "," 587,510.79 "," 2,745,790.26 "," 2,109,770.00 "," 2,109,770.00 "," 4,936,438.12 "," 4,689,616.21 "," 4,855,560.26 ",,,,,
243,Hebron,TRUE,243,Hebron, 51.52 ," 191,085.99 ", 11.00 ," 20,398.18 ", 8.00 ," 15,961.68 ", -   , -   , -   , -   , -   , -   ," 227,445.85 "," 600,560 ",21.35%," 1,712.28 ", -   , -   , -   , -   , -   , -   , -   ,,,,,
245,Henniker,TRUE,245,Henniker, 539.10 ," 1,999,420.36 ", 129.36 ," 239,884.64 ", 83.04 ," 165,683.24 ", -   , -   , 5.00 ," 3,628.15 ", -   , -   ," 2,408,616.39 "," 911,023 ",24.00%," 22,635.61 "," 160,067.49 "," 1,680,296.49 "," 839,188.00 "," 839,188.00 "," 2,512,884.66 "," 2,387,240.43 "," 2,519,484.49 ",,,,,
247,Hill,TRUE,247,Hill, 106.02 ," 393,218.21 ", 27.56 ," 51,114.50 ", 16.52 ," 32,969.85 ", -   , -   , -   , -   , -   , -   ," 477,302.56 "," 169,464 ",26.00%," 5,225.07 "," 38,720.89 "," 351,784.52 "," 64,565.00 "," 64,565.00 "," 457,615.41 "," 434,734.64 "," 434,734.64 ",,,,,
249,Hillsborough,FALSE,249,Hillsboro, 823.20 ," 3,053,083.27 ", 334.27 ," 619,868.98 ", 173.64 ," 346,443.28 ", 3.00 ," 2,176.89 ", 11.00 ," 7,981.93 ", -   , -   ," 4,029,554.35 "," 1,005,194 ",40.61%," 98,967.14 "," 751,287.27 "," 3,874,614.76 "," 2,337,908.00 "," 2,337,908.00 "," 6,310,578.54 "," 5,995,049.61 "," 6,212,522.76 ",,,,,
255,Hinsdale,TRUE,255,Hinsdale, 510.87 ," 1,894,718.53 ", 233.33 ," 432,680.26 ", 109.18 ," 217,838.62 ", 4.00 ," 2,902.52 ", 10.45 ," 7,582.18 ", 0.075 , 278.16 ," 2,556,000.27 "," 484,738 ",45.67%," 77,687.83 "," 476,448.62 "," 2,625,398.72 "," 2,455,617.00 "," 2,455,617.00 "," 5,168,758.94 "," 4,910,320.99 "," 5,081,015.72 ",,,,,
257,Holderness,TRUE,257,Holderness, 208.61 ," 773,687.85 ", 45.28 ," 83,959.65 ", 32.08 ," 64,009.13 ", 1.00 , 725.63 , 5.00 ," 3,628.15 ", 0.600 ," 2,225.27 "," 928,235.68 "," 1,471,895 ",21.70%," 7,163.32 ", -   , -   , -   , -   , -   , -   , -   ,,,,,
259,Hollis,TRUE,259,Hollis," 1,257.51 "," 4,663,836.84 ", 55.03 ," 102,038.93 ", 159.63 ," 318,491.18 ", 11.26 ," 8,169.43 ", 13.59 ," 9,860.01 ", -   , -   ," 5,102,396.39 "," 2,761,116 ",4.38%, -   , -   ," 2,341,280.39 ", -   , -   ," 2,266,031.50 "," 2,152,729.93 "," 2,341,280.39 ",,,,,
261,Hooksett,TRUE,261,Hooksett," 1,844.96 "," 6,842,547.04 ", 320.68 ," 594,663.32 ", 272.23 ," 543,165.20 ", 43.32 ," 31,434.58 ", 26.49 ," 19,222.23 ", -   , -   ," 8,031,032.37 "," 3,866,211 ",17.38%," 40,636.68 ", -   ," 4,205,458.05 ", -   , -   ," 4,187,869.63 "," 3,978,476.15 "," 4,205,458.05 ",,,,,
263,Hopkinton,TRUE,263,Hopkinton, 958.91 ," 3,556,381.41 ", 68.62 ," 127,238.65 ", 167.44 ," 334,082.15 ", 2.55 ," 1,853.48 ", 19.00 ," 13,786.97 ", -   , -   ," 4,033,342.66 "," 1,379,446 ",7.16%, -   ," 625,310.79 "," 3,279,207.45 ", -   , -   ," 3,325,749.83 "," 3,159,462.34 "," 3,279,207.45 ",,,,,
267,Hudson,TRUE,267,Hudson," 3,027.29 "," 11,227,555.20 ", 541.22 ," 1,003,634.03 ", 495.04 ," 987,704.37 ", 47.38 ," 34,379.70 ", 74.00 ," 53,696.62 ", 1.500 ," 5,563.17 "," 13,312,533.09 "," 6,287,702 ",17.88%," 70,556.71 ", -   ," 7,095,387.80 ", -   , -   ," 7,144,300.75 "," 6,787,085.71 "," 7,095,387.80 ",,,,,
271,Jackson,TRUE,271,Jackson, 80.71 ," 299,329.33 ", 14.16 ," 26,254.87 ", 15.86 ," 31,649.02 ", -   , -   , -   , -   , -   , -   ," 357,233.22 "," 788,199 ",17.54%," 1,810.66 ", -   , -   ," 78,127.00 ", -   , -   , -   , -   ,,,,,
273,Jaffrey,TRUE,273,Jaffrey, 684.11 ," 2,537,219.42 ", 246.32 ," 456,769.21 ", 135.36 ," 270,066.04 ", 3.00 ," 2,176.89 ", 2.00 ," 1,451.26 ", -   , -   ," 3,267,682.82 "," 1,044,451 ",36.01%," 64,666.87 "," 359,244.58 "," 2,647,143.27 "," 1,210,683.00 "," 1,210,683.00 "," 3,773,609.01 "," 3,584,928.56 "," 3,857,826.27 ",,,,,
275,Jefferson,TRUE,275,Jefferson, 116.62 ," 432,504.20 ", 43.82 ," 81,258.56 ", 18.70 ," 37,317.41 ", -   , -   , 1.00 , 725.63 , -   , -   ," 551,805.80 "," 255,512 ",37.58%," 12,005.67 ", -   ," 308,299.47 "," 208,016.00 "," 208,016.00 "," 517,503.82 "," 491,628.63 "," 516,315.47 ",,,,,
279,Keene,TRUE,279,Keene," 2,439.54 "," 9,047,700.84 ", 908.09 ," 1,683,945.97 ", 517.86 ," 1,033,230.07 ", 38.29 ," 27,782.92 ", 24.57 ," 17,830.76 ", 1.086 ," 4,027.74 "," 11,814,518.30 "," 3,618,594 ",37.22%," 246,413.97 "," 1,402,074.54 "," 9,844,412.81 "," 3,556,155.00 "," 3,556,155.00 "," 13,734,267.85 "," 13,047,554.46 "," 13,400,567.81 ",,,,,
281,Kensington,TRUE,281,Kensington, 299.57 ," 1,111,023.65 ", 30.98 ," 57,444.43 ", 47.63 ," 95,024.27 ", -   , -   , 3.00 ," 2,176.89 ", -   , -   ," 1,265,669.24 "," 732,541 ",10.34%, -   , -   ," 533,128.24 ", -   , -   ," 549,944.53 "," 522,447.30 "," 533,128.24 ",,,,,
283,Kingston,TRUE,283,Kingston, 726.47 ," 2,694,313.70 ", 110.75 ," 205,375.37 ", 161.62 ," 322,469.03 ", 7.00 ," 5,079.41 ", 2.00 ," 1,451.26 ", -   , -   ," 3,228,688.77 "," 1,570,449 ",15.25%," 12,314.74 ", -   ," 1,670,554.51 ", -   , -   ," 1,645,613.09 "," 1,563,332.44 "," 1,670,554.51 ",,,,,
285,Laconia,TRUE,285,Laconia," 1,865.41 "," 6,918,411.25 ", 969.76 ," 1,798,299.10 ", 360.56 ," 719,389.73 ", 20.16 ," 14,632.11 ", 24.40 ," 17,705.37 ", -   , -   ," 9,468,437.56 "," 4,469,659 ",51.99%," 339,415.16 ", -   ," 5,338,193.72 "," 1,463,505.00 "," 1,463,505.00 "," 7,008,471.17 "," 6,658,047.61 "," 6,801,698.72 ",,,,,
