,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FY2018 Grants,,,
,,,,,,,,,,,,New for March,New for March,,,,,,,,as of 3-20-18,,,
,,,,,,,,,,,,Calculation,Calculation,,,FY2018,,Stabilization,,, Adequacy Grants = Max of Preliminary Grant plus Stabiliation Grant @ 92% or 95% Preliminary Estimate of 11-15-16 ,,,
,,16-17 Membership,Base Adequacy Aid,F &R ,Free or Reduced Differentiated Aid, SPED,ELL,Special Education Differentiated Aid,ELL Differentiated Aid,Grade 3 Reading Below Proficient,Grade 3 Reading Differentiated Aid,Home School Academic ,Home School Academic Aid,Total Calculated Cost of an Adequate Education,SWEPT @,Preliminary        Grants = Cost of Adequacy            Less SWEPT,FY2012 Stabilization Grant  ,If Preliminary Grant > 0 and  ADM > 0 then FY12 Stabilization  @ ,"FY2018 First Estimate on 
11-15-16",Minimum First FY18 Estimate as of   11-15-16 X,,,,
,,ADM,"$3,636.06 ",ADM,"$1,818.02 ",ADM,ADM,"$1,956.09 ",$711.40 ,ADM,$711.40 ,ADM,"$3,636.06 ",$,$2.260 ,,,92%,,95%,,,,
175,Farmington,854.32,"3,106,358.78 ",390.03,"709,082.34",169.66, 3.52 ," 331,870.23 ","2,504.13", 13.00 ," 9,248.20 ", -   , -   ," 4,159,063.68 "," 1,019,540 "," 3,139,523.68 "," 2,914,592.00 "," 2,681,424.64 "," 5,879,283.55 "," 5,585,319.37 "," 5,820,948.32 ",,,
177,Fitzwilliam,228.27,"830,003.42 ",89.46,"162,640.07",40.64, 1.50 ," 79,495.50 ","1,067.10", 7.00 ," 4,979.80 ", -   , -   ," 1,078,185.89 "," 476,316 "," 601,869.89 "," 208,236.00 "," 191,577.12 "," 747,267.82 "," 709,904.43 "," 793,447.01 ",,,
179,Francestown,165.49,"601,731.57 ",33.30,"60,540.07",26.67, -   ," 52,168.92 ",0.00, 7.84 ," 5,577.38 ", -   , -   ," 720,017.94 "," 420,481 "," 299,536.94 "," 173,610.00 "," 159,721.20 "," 402,133.61 "," 382,026.93 "," 459,258.14 ",,,
 183 ,Franconia,119.04,"432,836.58 ",28.94,"52,613.50",17.30, 1.00 ," 33,840.36 ",711.40, 2.00 ," 1,422.80 ", -   , -   ," 521,424.64 "," 665,144 ", -   , -   , -   , -   , -   , -   ,,,
185,Franklin,1021.44,"3,714,017.13 ",588.38,"1,069,686.61",165.01, 1.71 ," 322,774.41 ","1,216.49", 15.60 ," 11,097.84 ", -   , -   ," 5,118,792.48 "," 1,160,674 "," 3,958,118.48 "," 4,034,992.00 "," 3,712,192.64 "," 7,752,107.26 "," 7,364,501.90 "," 7,670,311.12 ",,,
187,Freedom,101.66,"369,641.86 ",29.35,"53,358.89",24.65, -   ," 48,217.62 ",0.00, 2.00 ," 1,422.80 ", -   , -   ," 472,641.17 "," 1,069,028 ", -   , -   , -   , -   , -   , -   ,,,
189,Fremont,607.89,"2,210,324.51 ",87.37,"158,840.41",89.83, -   ," 175,715.56 ",0.00, 13.00 ," 9,248.20 ", -   , -   ," 2,554,128.68 "," 921,386 "," 1,632,742.68 ", -   , -   ," 1,609,717.44 "," 1,529,231.57 "," 1,632,742.68 ",,,
191,Gilford,986.03,"3,585,264.24 ",204.02,"370,912.44",140.89, 1.50 ," 275,593.52 ","1,067.10", 7.00 ," 4,979.80 ", -   , -   ," 4,237,817.10 "," 3,966,680 "," 271,137.10 "," 363,818.00 "," 334,712.56 "," 649,771.46 "," 617,282.89 "," 617,282.89 ",,,
195,Gilmanton,532.73,"1,937,038.24 ",91.13,"165,676.16",52.23, -   ," 102,166.58 ",0.00, 4.00 ," 2,845.60 ", -   , -   ," 2,207,726.58 "," 979,912 "," 1,227,814.58 ", -   , -   ," 1,254,912.95 "," 1,192,167.30 "," 1,227,814.58 ",,,
197,Gilsum,59.85,"217,618.19 ",18.14,"32,978.88",12.66, 0.50 ," 24,764.10 ",355.70, 1.00 , 711.40 , -   , -   ," 276,428.27 "," 124,663 "," 151,765.27 "," 286,055.00 "," 263,170.60 "," 440,444.97 "," 418,422.72 "," 418,422.72 ",,,
199,Goffstown,2138.69,"7,776,405.16 ",406.53,"739,079.67",357.47, 31.57 ," 699,243.49 ","22,458.90", 23.68 ," 16,845.95 ", 2.34 ," 8,522.92 "," 9,262,556.09 "," 3,267,493 "," 5,995,063.09 "," 1,040,103.00 "," 956,894.76 "," 6,909,729.32 "," 6,564,242.85 "," 6,951,957.85 ",,,
201,Gorham,352.80,"1,282,801.97 ",96.02,"174,566.28",79.69, 1.00 ," 155,880.81 ",711.40, 4.00 ," 2,845.60 ", -   , -   ," 1,616,806.06 "," 475,557 "," 1,141,249.06 "," 849,335.00 "," 781,388.20 "," 1,916,220.88 "," 1,820,409.84 "," 1,922,637.26 ",,,
203,Goshen,79.90,"290,521.19 ",29.46,"53,558.87",10.59, -   ," 20,714.99 ",0.00, 4.00 ," 2,845.60 ", -   , -   ," 367,640.65 "," 158,103 "," 209,537.65 "," 221,681.00 "," 203,946.52 "," 372,446.65 "," 353,824.32 "," 413,484.17 ",,,
209,Grafton,143.59,"522,101.86 ",48.71,"88,555.75",37.38, -   ," 73,118.64 ",0.00, 3.00 ," 2,134.20 ", -   , -   ," 685,910.45 "," 259,013 "," 426,897.45 "," 250,176.00 "," 230,161.92 "," 637,647.51 "," 605,765.13 "," 657,059.37 ",,,
211,Grantham,399.32,"1,451,951.48 ",27.39,"49,795.57",46.73, 2.50 ," 91,408.09 ","1,778.50", 1.00 , 711.40 , -   , -   ," 1,595,645.04 "," 1,075,244 "," 520,401.04 ", -   , -   ," 524,621.11 "," 498,390.05 "," 520,401.04 ",,,
213,Greenfield,185.99,"676,270.80 ",50.50,"91,810.01",25.97, -   ," 50,799.66 ",0.00, 4.00 ," 2,845.60 ", -   , -   ," 821,726.07 "," 333,453 "," 488,273.07 "," 347,765.00 "," 319,943.80 "," 862,038.82 "," 818,936.88 "," 818,936.88 ",,,
215,Greenland,542.63,"1,973,035.24 ",29.34,"53,340.71",55.48, -   ," 108,523.87 ",0.00, 2.00 ," 1,422.80 ", 0.60 ," 2,181.64 "," 2,138,504.26 "," 1,647,928 "," 490,576.26 "," 19,719.00 "," 18,141.48 "," 537,148.53 "," 510,291.10 "," 510,291.10 ",,,
219,Greenville,266.90,"970,464.41 ",118.69,"215,780.79",40.31, 7.00 ," 78,849.99 ","4,979.80", 2.00 ," 1,422.80 ", -   , -   ," 1,271,497.79 "," 228,589 "," 1,042,908.79 "," 1,186,140.00 "," 1,091,248.80 "," 2,118,479.50 "," 2,012,555.53 "," 2,134,157.59 ",,,
221,Groton,41.57,"151,151.01 ",19.07,"34,669.64",10.50, -   ," 20,538.95 ",0.00, -   , -   , -   , -   ," 206,359.60 "," 278,388 ", -   ," 204,912.00 ", -   , -   , -   , -   ,,,
222,Hale's Location,1.88,"6,835.79 ",0.00,0.00,0.00, -   , -   ,0.00, -   , -   , -   , -   ," 6,835.79 "," 164,021 ", -   , -   , -   , -   , -   , -   ,,,
223,Hampstead,1254.38,"4,561,000.94 ",84.57,"153,749.95",201.57, 3.62 ," 394,289.06 ","2,575.27", 21.56 ," 15,337.78 ", -   , -   ," 5,126,953.00 "," 2,521,040 "," 2,605,913.00 "," 13,676.00 "," 12,581.92 "," 2,668,195.53 "," 2,534,785.75 "," 2,618,494.92 ",,,
225,Hampton,1553.18,"5,647,455.67 ",246.98,"449,014.58",196.42, 21.47 ," 384,215.20 ","15,273.76", 5.56 ," 3,955.38 ", -   , -   ," 6,499,914.59 "," 7,107,114 ", -   , -   , -   , -   , -   , -   ,,,
227,Hampton Falls,318.66,"1,158,666.88 ",15.55,"28,270.21",40.22, -   ," 78,673.94 ",0.00, 3.00 ," 2,134.20 ", -   , -   ," 1,267,745.23 "," 973,486 "," 294,259.23 ", -   , -   ," 317,281.30 "," 301,417.24 "," 301,417.24 ",,,
231,Hancock,151.83,"552,062.99 ",30.08,"54,686.04",22.18, -   ," 43,386.08 ",0.00, 2.00 ," 1,422.80 ", -   , -   ," 651,557.91 "," 572,316 "," 79,241.91 "," 128,961.00 "," 118,644.12 "," 207,820.37 "," 197,429.35 "," 197,886.03 ",,,
 233 ,Hanover,1137.42,"4,135,727.37 ",46.91,"85,283.32",120.14, 32.51 ," 235,004.65 ","23,127.61", 5.00 ," 3,557.00 ", -   , -   ," 4,482,699.95 "," 5,139,358 ", -   , -   , -   , -   , -   , -   ,,,
235,Harrisville,65.53,"238,271.01 ",12.33,"22,416.19",10.50, -   ," 20,538.95 ",0.00, -   , -   , -   , -   ," 281,226.15 "," 435,025 ", -   ," 13,345.00 ", -   , -   , -   , -   ,,,
236,Hart's Location,1.00,"3,636.06 ",0.00,0.00,0.00, -   , -   ,0.00, -   , -   , -   , -   ," 3,636.06 "," 35,643 ", -   , -   , -   , -   , -   , -   ,,,
238,Haverhill,564.35,"2,052,010.46 ",209.78,"381,384.24",99.50, 8.00 ," 194,630.96 ","5,691.20", 7.00 ," 4,979.80 ", 0.38 ," 1,363.52 "," 2,640,060.18 "," 711,257 "," 1,928,803.18 "," 2,109,770.00 "," 1,940,988.40 "," 3,854,041.61 "," 3,661,339.53 "," 3,869,791.58 ",,,
243,Hebron,38.38,"139,551.98 ",14.65,"26,633.99",7.59, -   ," 14,846.72 ",0.00, -   , -   , -   , -   ," 181,032.69 "," 619,115 ", -   , -   , -   , -   , -   , -   ,,,
245,Henniker,519.56,"1,889,151.33 ",123.05,"223,707.36",91.84, -   ," 179,647.31 ",0.00, 3.00 ," 2,134.20 ", -   , -   ," 2,294,640.20 "," 880,807 "," 1,413,833.20 "," 839,188.00 "," 772,052.96 "," 2,233,826.48 "," 2,122,135.16 "," 2,185,886.16 ",,,
247,Hill,114.10,"414,874.45 ",34.15,"62,085.38",17.01, -   ," 33,273.09 ",0.00, 4.00 ," 2,845.60 ", -   , -   ," 513,078.52 "," 188,137 "," 324,941.52 "," 64,565.00 "," 59,399.80 "," 372,095.14 "," 353,490.38 "," 384,341.32 ",,,
249,Hillsboro,846.37,"3,077,452.10 ",330.35,"600,582.91",173.48, 1.69 ," 339,342.49 ","1,202.27", 17.68 ," 12,577.55 ", 0.30 ," 1,090.82 "," 4,032,248.14 "," 1,005,774 "," 3,026,474.14 "," 2,337,908.00 "," 2,150,875.36 "," 5,245,282.24 "," 4,983,018.13 "," 5,177,349.50 ",,,
255,Hinsdale,502.90,"1,828,574.57 ",232.27,"422,271.51",106.10, 4.50 ," 207,541.15 ","3,201.30", 4.00 ," 2,845.60 ", -   , -   ," 2,464,434.13 "," 482,700 "," 1,981,734.13 "," 2,455,617.00 "," 2,259,167.64 "," 4,164,286.62 "," 3,956,072.29 "," 4,240,901.77 ",,,
 257 ,Holderness,221.67,"806,005.42 ",40.41,"73,466.19",43.12, 2.00 ," 84,346.60 ","1,422.80", 2.00 ," 1,422.80 ", -   , -   ," 966,663.81 "," 1,551,061 ", -   , -   , -   , -   , -   , -   ,,,
259,Hollis,1244.75,"4,525,985.69 ",39.80,"72,357.20",139.93, 8.00 ," 273,715.67 ","5,691.20", 20.61 ," 14,661.95 ", -   , -   ," 4,892,411.71 "," 2,860,861 "," 2,031,550.71 ", -   , -   ," 1,954,829.68 "," 1,857,088.20 "," 2,031,550.71 ",,,
261,Hooksett,1840.31,"6,691,477.58 ",293.92,"534,352.44",247.96, 36.15 ," 485,032.08 ","25,717.11", 28.20 ," 20,061.48 ", -   , -   ," 7,756,640.69 "," 4,149,940 "," 3,606,700.69 ", -   , -   ," 3,750,938.15 "," 3,563,391.24 "," 3,606,700.69 ",,,
263,Hopkinton,849.65,"3,089,378.38 ",84.95,"154,440.80",161.09, 1.00 ," 315,106.54 ",711.40, 8.00 ," 5,691.20 ", -   , -   ," 3,565,328.32 "," 1,389,580 "," 2,175,748.32 ", -   , -   ," 2,183,049.08 "," 2,073,896.63 "," 2,175,748.32 ",,,
267,Hudson,3339.83,"12,143,822.27 ",552.49,"1,004,437.87",519.85, 35.65 ," 1,016,873.39 ","25,361.41", 49.43 ," 35,164.50 ", -   , -   ," 14,225,659.44 "," 6,172,347 "," 8,053,312.44 ", -   , -   ," 8,251,837.08 "," 7,839,245.23 "," 8,053,312.44 ",,,
271,Jackson,77.21,"280,740.19 ",13.07,"23,761.52",5.91, -   ," 11,560.49 ",0.00, -   , -   , -   , -   ," 316,062.20 "," 882,879 ", -   ," 78,127.00 ", -   , -   , -   , -   ,,,
273,Jaffrey,688.74,"2,504,299.96 ",247.13,"449,287.28",106.93, 3.37 ," 209,164.70 ","2,397.42", 6.00 ," 4,268.40 ", 0.68 ," 2,454.34 "," 3,171,872.10 "," 928,645 "," 2,243,227.10 "," 1,210,683.00 "," 1,113,828.36 "," 3,384,732.52 "," 3,215,495.89 "," 3,357,055.46 ",,,
275,Jefferson,125.25,"455,416.52 ",38.59,"70,157.39",17.94, -   ," 35,092.25 ",0.00, 4.69 ," 3,336.47 ", -   , -   ," 564,002.63 "," 266,512 "," 297,490.63 "," 208,016.00 "," 191,374.72 "," 490,664.91 "," 466,131.66 "," 488,865.35 ",,,
279,Keene,2378.21,"8,647,314.25 ",860.45,"1,564,315.31",516.22, 28.00 ," 1,009,772.78 ","19,919.20", 30.99 ," 22,046.29 ", -   , -   ," 11,263,367.83 "," 4,046,103 "," 7,217,264.83 "," 3,556,155.00 "," 3,271,662.60 "," 10,495,294.72 "," 9,970,529.98 "," 10,488,927.43 ",,,
281,Kensington,315.85,"1,148,449.55 ",32.22,"58,576.60",45.79, -   ," 89,569.36 ",0.00, 0.22 , 156.51 , -   , -   ," 1,296,752.02 "," 687,335 "," 609,417.02 ", -   , -   ," 523,931.30 "," 497,734.74 "," 609,417.02 ",,,
283,Kingston,760.02,"2,763,478.32 ",118.80,"215,980.78",140.79, 9.21 ," 275,397.91 ","6,551.99", 10.74 ," 7,640.44 ", -   , -   ," 3,269,049.44 "," 1,500,170 "," 1,768,879.44 ", -   , -   ," 1,763,576.46 "," 1,675,397.64 "," 1,768,879.44 ",,,
285,Laconia,1820.36,"6,618,938.18 ","1,034.15","1,880,105.38",325.89, 20.80 ," 637,470.17 ","14,797.12", 34.10 ," 24,258.74 ", -   , -   ," 9,175,569.59 "," 4,428,543 "," 4,747,026.59 "," 1,463,505.00 "," 1,346,424.60 "," 5,995,173.10 "," 5,695,414.45 "," 6,093,451.19 ",,,
287,Lancaster,447.04,"1,625,464.26 ",195.64,"355,677.43",85.28, 1.46 ," 166,815.36 ","1,038.64", 3.00 ," 2,134.20 ", 0.90 ," 3,276.09 "," 2,154,405.98 "," 513,111 "," 1,641,294.98 "," 1,995,143.00 "," 1,835,531.56 "," 3,467,376.68 "," 3,294,007.85 "," 3,476,826.54 ",,,
291,Landaff,54.83,"199,365.17 ",11.42,"20,761.79",5.20, -   ," 10,171.67 ",0.00, 1.00 , 711.40 , -   , -   ," 231,010.03 "," 100,318 "," 130,692.03 "," 61,334.00 "," 56,427.28 "," 190,688.99 "," 181,154.54 "," 187,119.31 ",,,
293,Langdon,71.83,"261,178.19 ",20.46,"37,196.69",13.81, -   ," 27,013.60 ",0.00, 2.00 ," 1,422.80 ", -   , -   ," 326,811.28 "," 121,013 "," 205,798.28 "," 174,135.00 "," 160,204.20 "," 394,333.79 "," 374,617.10 "," 374,617.10 ",,,
295,Lebanon,1281.62,"4,660,047.22 ",330.67,"601,164.67",162.28, 50.05 ," 317,434.29 ","35,605.57", 24.16 ," 17,187.42 ", 1.43 ," 5,181.39 "," 5,636,620.56 "," 4,278,859 "," 1,357,761.56 "," 768,410.00 "," 706,937.20 "," 2,035,529.16 "," 1,933,752.70 "," 2,064,698.76 ",,,
297,Lee,656.68,"2,387,727.88 ",76.16,"138,460.40",135.90, 10.50 ," 265,832.63 ","7,469.70", 6.00 ," 4,268.40 ", -   , -   ," 2,803,759.01 "," 1,041,678 "," 1,762,081.01 "," 672,635.00 "," 618,824.20 "," 2,383,582.86 "," 2,264,403.72 "," 2,380,905.21 ",,,
299,Lempster,129.61,"471,269.74 ",42.56,"77,374.93",27.43, -   ," 53,655.55 ",0.00, 4.50 ," 3,201.30 ", -   , -   ," 605,501.52 "," 220,806 "," 384,695.52 "," 271,086.00 "," 249,399.12 "," 644,365.20 "," 612,146.94 "," 634,094.64 ",,,
303,Lincoln,133.08,"483,886.86 ",36.88,"67,048.58",15.81, 4.00 ," 30,925.78 ","2,845.60", 6.00 ," 4,268.40 ", -   , -   ," 588,975.22 "," 2,000,976 ", -   , -   , -   , -   , -   , -   ,,,
311,Lisbon,211.61,"769,426.66 ",113.87,"207,017.94",49.48, -   ," 96,787.33 ",0.00, 2.00 ," 1,422.80 ", -   , -   ," 1,074,654.73 "," 215,619 "," 859,035.73 "," 884,432.00 "," 813,677.44 "," 1,657,651.33 "," 1,574,768.76 "," 1,672,713.17 ",,,
315,Litchfield,1282.73,"4,664,083.24 ",130.14,"236,597.12",221.00, 9.50 ," 432,295.89 ","6,758.30", 13.50 ," 9,603.90 ", 0.98 ," 3,545.16 "," 5,352,883.61 "," 1,906,998 "," 3,445,885.61 "," 2,167,003.00 "," 1,993,642.76 "," 5,485,733.59 "," 5,211,446.91 "," 5,439,528.37 ",,,
317,Littleton,686.78,"2,497,173.29 ",294.01,"534,516.06",118.47, 23.51 ," 231,737.98 ","16,725.01", 9.69 ," 6,893.47 ", 0.30 ," 1,090.82 "," 3,288,136.63 "," 1,156,334 "," 2,131,802.63 "," 1,498,757.00 "," 1,378,856.44 "," 3,540,458.99 "," 3,363,436.04 "," 3,510,659.07 ",,,
319,Londonderry,4072.45,"14,807,672.55 ",447.19,"813,000.36",683.79, 15.32 ," 1,337,554.78 ","10,898.65", 48.57 ," 34,552.70 ", 1.05 ," 3,817.86 "," 17,007,496.90 "," 6,958,849 "," 10,048,647.90 "," 1,295,082.00 "," 1,191,475.44 "," 11,163,339.94 "," 10,605,172.94 "," 11,240,123.34 ",,,
321,Loudon,668.04,"2,429,033.52 ",120.09,"218,326.02",124.68, 2.00 ," 243,885.30 ","1,422.80", 4.00 ," 2,845.60 ", -   , -   ," 2,895,513.24 "," 1,205,381 "," 1,690,132.24 "," 714,779.00 "," 657,596.68 "," 2,420,690.83 "," 2,299,656.29 "," 2,347,728.92 ",,,
323,Lyman,45.16,"164,204.47 ",14.06,"25,561.36",7.60, -   ," 14,866.28 ",0.00, 1.00 , 711.40 , -   , -   ," 205,343.51 "," 129,455 "," 75,888.51 "," 101,586.00 "," 93,459.12 "," 177,138.48 "," 168,281.56 "," 169,347.63 ",,,
327,Lyme,288.73,"1,049,839.60 ",15.00,"27,270.30",47.86, 4.00 ," 93,618.47 ","2,845.60", 3.00 ," 2,134.20 ", -   , -   ," 1,175,708.17 "," 754,596 "," 421,112.17 "," 52,744.00 "," 48,524.48 "," 472,483.78 "," 448,859.59 "," 469,636.65 ",,,
329,Lyndeborough,147.22,"535,300.75 ",25.24,"45,886.82",18.98, -   ," 37,126.59 ",0.00, 1.00 , 711.40 , -   , -   ," 619,025.56 "," 386,805 "," 232,220.56 "," 95,306.00 "," 87,681.52 "," 324,885.10 "," 308,640.85 "," 319,902.08 ",,,
331,Madbury,365.72,"1,329,779.86 ",18.51,"33,651.55",62.38, 3.99 ," 122,020.89 ","2,838.49", 3.50 ," 2,489.90 ", -   , -   ," 1,490,780.69 "," 490,740 "," 1,000,040.69 "," 142,268.00 "," 130,886.56 "," 1,144,337.61 "," 1,087,120.73 "," 1,130,927.25 ",,,
333,Madison,288.47,"1,048,894.23 ",92.78,"168,675.90",42.37, 1.50 ," 82,879.53 ","1,067.10", -   , -   , 0.30 ," 1,090.82 "," 1,302,607.58 "," 1,038,479 "," 264,128.58 "," 307,677.00 "," 283,062.84 "," 561,180.17 "," 533,121.16 "," 547,191.42 ",,,
335,Manchester,12821.40,"46,619,379.68 ","7,250.48","13,181,517.65","2,343.91"," 1,523.82 "," 4,584,898.91 ","1,084,045.55", 166.07 ," 118,142.20 ", -   , -   ," 65,587,983.99 "," 20,252,382 "," 45,335,601.99 "," 12,454,439.00 "," 11,458,083.88 "," 56,451,314.33 "," 53,628,748.61 "," 56,793,685.87 ",,,
339,Marlborough,246.50,"896,288.79 ",96.04,"174,602.64",27.55, -   ," 53,890.28 ",0.00, 6.00 ," 4,268.40 ", -   , -   ," 1,129,050.11 "," 361,521 "," 767,529.11 "," 550,103.00 "," 506,094.76 "," 1,297,922.85 "," 1,233,026.71 "," 1,273,623.87 ",,,
341,Marlow,65.52,"238,234.65 ",18.90,"34,360.58",12.96, -   ," 25,350.93 ",0.00, 0.30 , 213.42 , -   , -   ," 298,159.58 "," 141,825 "," 156,334.58 "," 368,990.00 "," 339,470.80 "," 506,942.69 "," 481,595.56 "," 495,805.38 ",,,
344,Martin's Location,0.00,0.00 ,0.00,0.00,0.00, -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,
345,Mason,160.61,"583,987.60 ",30.19,"54,886.02",18.60, -   ," 36,383.27 ",0.00, -   , -   , -   , -   ," 675,256.89 "," 348,789 "," 326,467.89 "," 53,895.00 "," 49,583.40 "," 387,846.59 "," 368,454.26 "," 376,051.29 ",,,
347,Meredith,733.92,"2,668,577.16 ",231.96,"421,707.92",134.16, 6.98 ," 262,429.03 ","4,965.57", 10.00 ," 7,114.00 ", -   , -   ," 3,364,793.68 "," 4,237,641 ", -   ," 248,981.00 ", -   , -   , -   , -   ,,,
351,Merrimack,3526.86,"12,823,874.57 ",321.00,"583,584.42",588.22, 52.99 ," 1,150,611.26 ","37,697.09", 76.49 ," 54,414.99 ", -   , -   ," 14,650,182.33 "," 7,008,220 "," 7,641,962.33 "," 531,304.00 "," 488,799.68 "," 7,978,657.46 "," 7,579,724.59 "," 8,130,762.01 ",,,
353,Middleton,252.02,"916,359.84 ",80.19,"145,787.02",49.58, -   ," 96,982.94 ",0.00, 6.00 ," 4,268.40 ", -   , -   ," 1,163,398.20 "," 347,537 "," 815,861.20 "," 579,583.00 "," 533,216.36 "," 1,340,396.44 "," 1,273,376.62 "," 1,349,077.56 ",,,
355,Milan,165.81,"602,895.11 ",41.70,"75,811.43",25.49, 1.00 ," 49,860.73 ",711.40, 3.00 ," 2,134.20 ", -   , -   ," 731,412.87 "," 220,019 "," 511,393.87 "," 627,508.00 "," 577,307.36 "," 1,068,345.42 "," 1,014,928.15 "," 1,088,701.23 ",,,
357,Milford,2154.94,"7,835,491.14 ",412.37,"749,696.91",337.85, 24.75 ," 660,865.01 ","17,607.15", 39.00 ," 27,744.60 ", -   , -   ," 9,291,404.81 "," 3,024,936 "," 6,266,468.81 "," 1,100,484.00 "," 1,012,445.28 "," 7,292,823.85 "," 6,928,182.66 "," 7,278,914.09 ",,,
358,Millsfield,2.00,"7,272.12 ",0.00,0.00,0.00, -   , -   ,0.00, -   , -   , -   , -   ," 7,272.12 "," 20,021 ", -   , -   , -   , -   , -   , -   ,,,
359,Milton,523.05,"1,901,841.18 ",175.88,"319,753.36",109.06, 6.59 ," 213,331.18 ","4,688.13", 10.00 ," 7,114.00 ", 0.60 ," 2,181.64 "," 2,448,909.49 "," 830,130 "," 1,618,779.49 "," 1,281,178.00 "," 1,178,683.76 "," 2,810,939.25 "," 2,670,392.29 "," 2,797,463.25 ",,,
365,Monroe,111.29,"404,657.12 ",26.00,"47,268.52",21.96, -   ," 42,955.74 ",0.00, 2.00 ," 1,422.80 ", -   , -   ," 496,304.18 "," 177,349 "," 318,955.18 "," 53,118.00 "," 48,868.56 "," 382,969.13 "," 363,820.67 "," 367,823.74 ",,,
367,Mont Vernon,388.21,"1,411,554.85 ",32.43,"58,958.39",56.58, 4.00 ," 110,675.57 ","2,845.60", 6.00 ," 4,268.40 ", -   , -   ," 1,588,302.81 "," 589,993 "," 998,309.81 "," 252,587.00 "," 232,380.04 "," 1,252,019.79 "," 1,189,418.80 "," 1,230,689.85 ",,,
369,Moultonborough,454.67,"1,653,207.40 ",123.29,"224,143.69",92.33, 4.50 ," 180,605.79 ","3,201.30", 8.00 ," 5,691.20 ", -   , -   ," 2,066,849.38 "," 6,682,342 ", -   , -   , -   , -   , -   , -   ,,,
371,Nashua,10687.85,"38,861,663.87 ","4,416.66","8,029,576.21","1,751.39", 907.05 ," 3,425,876.47 ","645,275.37", 144.59 ," 102,861.33 ", 0.98 ," 3,545.16 "," 51,068,798.41 "," 20,208,351 "," 30,860,447.41 "," 4,793,937.00 "," 4,410,422.04 "," 35,213,896.09 "," 33,453,201.29 "," 35,270,869.45 ",,,
375,Nelson,53.66,"195,110.98 ",16.27,"29,579.19",6.93, -   ," 13,555.70 ",0.00, 3.00 ," 2,134.20 ", -   , -   ," 240,380.07 "," 276,979 ", -   ," 95,905.00 ", -   , -   , -   , -   ,,,
377,New Boston,1014.46,"3,688,637.43 ",99.53,"180,947.53",150.65, -   ," 294,684.96 ",0.00, 16.00 ," 11,382.40 ", 0.95 ," 3,436.08 "," 4,179,088.40 "," 1,333,192 "," 2,845,896.40 "," 35,366.00 "," 32,536.72 "," 2,842,904.72 "," 2,700,759.48 "," 2,878,433.12 ",,,
379,Newbury,234.73,"853,492.36 ",43.98,"79,956.52",26.08, -   ," 51,014.83 ",0.00, 5.88 ," 4,183.03 ", -   , -   ," 988,646.74 "," 1,637,550 ", -   ," 4,256.00 ", -   , -   , -   , -   ,,,
381,New Castle,80.19,"291,575.65 ",2.50,"4,545.05",8.00, -   ," 15,648.72 ",0.00, 1.00 , 711.40 , -   , -   ," 312,480.82 "," 1,667,093 ", -   , -   , -   , -   , -   , -   ,,,
383,New Durham,345.23,"1,255,276.99 ",106.14,"192,964.64",57.75, -   ," 112,964.20 ",0.00, 2.00 ," 1,422.80 ", -   , -   ," 1,562,628.63 "," 1,005,441 "," 557,187.63 ", -   , -   ," 560,175.73 "," 532,166.94 "," 557,187.63 ",,,
387,Newfields,274.72,"998,898.40 ",7.06,"12,835.22",38.59, -   ," 75,485.51 ",0.00, 2.00 ," 1,422.80 ", -   , -   ," 1,088,641.93 "," 571,470 "," 517,171.93 ", -   , -   ," 534,545.09 "," 507,817.84 "," 517,171.93 ",,,
389,New Hampton,235.23,"855,310.39 ",80.28,"145,950.65",34.29, -   ," 67,074.33 ",0.00, 1.00 , 711.40 , -   , -   ," 1,069,046.77 "," 620,164 "," 448,882.77 "," 359,153.00 "," 330,420.76 "," 802,229.16 "," 762,117.70 "," 779,303.53 ",,,
391,Newington,60.02,"218,236.32 ",9.02,"16,398.54",15.00, 0.50 ," 29,341.35 ",355.70, -   , -   , -   , -   ," 264,331.91 "," 1,353,962 ", -   , -   , -   , -   , -   , -   ,,,
393,New Ipswich,737.98,"2,683,339.56 ",204.66,"372,075.97",69.88, 1.20 ," 136,691.57 ",853.68, 8.42 ," 5,989.99 ", 0.45 ," 1,636.23 "," 3,200,587.00 "," 840,530 "," 2,360,057.00 "," 891,548.00 "," 820,224.16 "," 3,262,987.68 "," 3,099,838.30 "," 3,180,281.16 ",,,
395,New London,312.03,"1,134,559.80 ",18.68,"33,960.61",21.36, 2.00 ," 41,782.08 ","1,422.80", 7.00 ," 4,979.80 ", -   , -   ," 1,216,705.09 "," 2,631,239 ", -   , -   , -   , -   , -   , -   ,,,
399,Newmarket,967.15,"3,516,615.43 ",195.38,"355,204.75",149.20, 14.00 ," 291,848.63 ","9,959.60", 31.41 ," 22,345.07 ", -   , -   ," 4,195,973.48 "," 1,779,364 "," 2,416,609.48 ", -   , -   ," 2,495,016.91 "," 2,370,266.06 "," 2,416,609.48 ",,,
