 ,,,,,, ,, , ,,,,,,,,"Oct. 6, 2003",
,,,,,,,,,,,,,,, Includes home school.  Replaces 7/7/03.,,,
 ,NH Department of Education,,,,,,,,,,,,,,,,,
,"Division of Program Support, Bureau of Informaton Services",,,,,,,,,,,,,,,,,
,"101 Pleasant St., Concord NH 03301",,,,,,,,,,,,,,,,,
,603-271-2778,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ,FY04 Adequacy Aid and Targeted Aid,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,00-01,00-01,00-01,,,Poverty Wt. =,Poverty  ,,Total Wt.  ,FY01,If Tuition,FY04,Reduced to Amt. Spent,FY04,FY04,Statewide,FY04,
FY04 Adequacy,Adj. ELEM,High,Partic-,,Elem,(Loc F/R% less,Wt.  X,Total, ADM-R,Reg. Elem,All,Cost of an,, Targeted ,Cost of an,Education,Adequate ,
Base Cost,ADM-R,,ipating,00-01,F/R,85% of St Ave),Elem ADM,Weighted,times Base,To/From Sch,FY01,Adequate,,Aid,Adequate,Propert Tax,Education ,
"$3,390 ",,Weight of,Home,Spec Ed,Rate,X 5 times Loc%,Max = Elem,ADM-R,Cost of ,Transport,Spent,Education ,,, Education  ,at $4.92,Grant &,
 ,,1.2,School,ADM-R,Oct. '00,Max = Loc %,F/R ADM,w/o home,"$3,390 ",at 100%," 198:41,II", ,,,& Targeted Aid," Per $1,000  ", Targeted Aid ,
Landaff,28.1,22.1,0.0,4.1,23.53%,9.52%,2.7,57.0,"193,230","22,010",,"215,240",,0,"215,240","104,330","110,910",
Langdon,69.0,30.4,0.0,6.1,25.69%,13.17%,9.1,114.6,"388,494","22,842",,"411,336",,"5,663","416,999","161,062","255,937",
Lebanon,"1,213.8",688.8,0.1,267.7,14.78%,0.00%,0.0,"2,170.4","7,357,656","152,367",,"7,510,023",,0,"7,510,023","5,108,545","2,401,478",
Lee,578.2,390.6,0.0,139.9,6.94%,0.00%,0.0,"1,108.7","3,758,493","224,832",,"3,983,325",,"131,743","4,115,068","1,485,705","2,629,363",
Lempster,111.6,55.8,0.0,17.8,26.93%,15.47%,17.3,202.5,"686,475","39,503",,"725,978",,"14,046","740,024","219,881","520,143",
Lincoln,115.0,75.4,0.0,28.6,16.20%,0.62%,0.7,219.7,"744,783","30,649",,"775,432",,0,"775,432","1,881,806",0,
Lisbon,214.3,92.5,0.0,54.0,34.44%,32.72%,70.1,430.9,"1,460,751","46,465",,"1,507,216",,"40,385","1,547,601","317,705","1,229,896",
Litchfield,"1,092.1",484.2,0.0,218.7,3.76%,0.00%,0.0,"1,795.0","6,085,050","276,325",,"6,361,375",,"88,949","6,450,324","2,364,540","4,085,784",
Littleton,625.5,374.8,0.0,137.8,38.45%,38.45%,240.5,"1,378.6","4,673,454","114,129",,"4,787,583",,"46,465","4,834,048","1,526,225","3,307,823",
Londonderry,"3,684.5","1,954.9",0.3,819.5,3.80%,0.00%,0.0,"6,459.2","21,896,688","811,826",,"22,708,514",,"264,858","22,973,372","9,273,150","13,700,222",
Loudon,556.6,305.4,0.0,91.4,19.78%,4.29%,23.9,977.3,"3,313,047","95,405",,"3,408,452",,"6,897","3,415,349","1,478,314","1,937,035",
Lyman,44.7,19.3,0.0,7.3,34.44%,32.72%,14.6,85.9,"291,201","12,996",,"304,197",,0,"304,197","128,800","175,397",
Lyme,166.5,113.0,0.0,41.7,3.83%,0.00%,0.0,321.2,"1,088,868","70,875",,"1,159,743",,0,"1,159,743","884,787","274,956",
Lyndeborough,175.0,98.8,0.0,53.3,9.93%,0.00%,0.0,327.1,"1,108,869","68,806",,"1,177,675",,0,"1,177,675","640,258","537,417",
Madbury,227.8,129.2,0.0,60.6,6.94%,0.00%,0.0,417.6,"1,415,664","84,967",,"1,500,631",,"49,917","1,550,548","535,578","1,014,970",
Madison,263.6,151.8,0.0,35.8,14.67%,0.00%,0.0,451.2,"1,529,568","75,288",,"1,604,856",,0,"1,604,856","1,088,997","515,859",
Manchester,"10,399.2","5,281.1",1.6,"2,441.5",31.87%,26.18%,"2,722.6","20,846.0","70,667,940","1,329,639",,"71,997,579",,"1,409,708","73,407,287","27,840,016","45,567,271",
Marlborough,228.4,134.8,0.0,61.9,18.04%,2.35%,5.4,430.5,"1,459,395","46,170",,"1,505,565",,"28,180","1,533,745","482,679","1,051,066",
Marlow,81.4,47.9,0.1,20.6,17.64%,1.94%,1.6,151.6,"513,924","30,698",,"544,622",,"6,387","551,009","181,473","369,536",
Martin's Location,0.0,0.0,0.0,0.0,39.60%,39.60%,0.0,0.0,0,0,,0,,0,0,0,0,
Mason,111.2,59.5,0.0,28.7,20.47%,5.15%,5.7,205.1,"695,289","29,149",,"724,438",,0,"724,438","488,774","235,664",
Meredith,642.9,351.2,0.0,117.2,21.83%,6.97%,44.8,"1,156.1","3,919,179","220,437",,"4,139,616",,0,"4,139,616","4,376,571",0,
Merrimack,"3,275.6","1,768.1",0.2,612.4,4.15%,0.00%,0.0,"5,656.3","19,174,857","841,613",,"20,016,470",,0,"20,016,470","10,536,989","9,479,481",
Middleton,194.0,109.6,0.0,37.8,19.69%,4.18%,8.1,349.5,"1,184,805","73,314","1,910,198","1,258,119",,"27,758","1,285,877","418,240","867,637",
Milan,181.4,98.2,0.0,25.4,27.09%,15.78%,28.6,333.6,"1,130,904","57,060",,"1,187,964",,"29,539","1,217,503","278,576","938,927",
Milford,"1,640.6",893.3,0.1,333.1,14.06%,0.00%,0.0,"2,867.1","9,719,469","282,622",,"10,002,091",,"146,619","10,148,710","4,605,513","5,543,197",
Millsfield,1.5,0.2,0.0,0.0,39.60%,39.60%,0.6,2.3,"7,797","2,457","2,457","2,457",R,0,"2,457","23,773",0,
Milton,499.0,210.0,1.1,121.5,32.20%,26.98%,134.6,966.2,"3,275,418","144,036",,"3,419,454",,"71,782","3,491,236","985,196","2,506,040",
Monroe,71.8,70.9,0.0,19.0,0.00%,0.00%,0.0,161.7,"548,163","56,627",,"604,790",,0,"604,790","195,235","409,555",
Mont Vernon,311.4,139.6,0.0,67.2,6.66%,0.00%,0.0,518.2,"1,756,698","61,615",,"1,818,313",,"32,136","1,850,449","757,657","1,092,792",
Moultonborough,441.4,282.4,0.4,106.8,16.44%,0.82%,3.6,834.6,"2,829,294","123,211",,"2,952,505",,0,"2,952,505","8,168,443",0,
Nashua,"9,289.0","4,364.2",0.6,"1,930.9",25.12%,12.16%,"1,129.4","16,714.1","56,660,799","1,324,472",,"57,985,271",,0,"57,985,271","31,620,866","26,364,405",
Nelson,77.5,43.0,0.0,11.7,14.95%,0.00%,0.0,132.2,"448,158","25,514",,"473,672",,0,"473,672","270,257","203,415",
New Boston,544.1,232.7,0.0,81.6,2.57%,0.00%,0.0,858.4,"2,909,976","278,734",,"3,188,710",,0,"3,188,710","1,553,238","1,635,472",
New Castle,85.6,28.4,0.0,6.6,0.00%,0.00%,0.0,120.6,"408,834","9,836",,"418,670",,0,"418,670","1,991,627",0,
New Durham,297.5,144.5,0.0,46.2,23.07%,8.80%,26.2,514.4,"1,743,816","102,335",,"1,846,151",,0,"1,846,151","957,719","888,432",
New Hampton,202.3,100.1,0.2,44.4,26.98%,15.57%,31.5,378.5,"1,283,115","94,555",,"1,377,670",,0,"1,377,670","645,257","732,413",
New Ipswich,556.5,299.5,1.1,85.3,20.47%,5.15%,28.6,971.0,"3,291,690","133,185",,"3,424,875",,"86,956","3,511,831","1,182,587","2,329,244",
New London,274.5,131.6,0.0,58.8,13.19%,0.00%,0.0,464.9,"1,576,011","185,714",,"1,761,725",,0,"1,761,725","2,643,514",0,
Newbury,185.8,129.4,0.0,50.9,13.19%,0.00%,0.0,366.1,"1,241,079","110,705",,"1,351,784",,0,"1,351,784","1,593,539",0,
Newfields,223.9,81.4,0.0,36.7,6.33%,0.00%,0.0,342.0,"1,159,380","39,951",,"1,199,331",,0,"1,199,331","862,748","336,583",
Newington,76.7,41.3,0.0,10.4,5.32%,0.00%,0.0,128.4,"435,276","25,940",,"461,216",,0,"461,216","2,259,616",0,
Newmarket,788.5,334.1,0.0,183.4,15.81%,0.29%,2.3,"1,308.3","4,435,137","85,695",,"4,520,832",,"94,362","4,615,194","2,276,256","2,338,938",
Newport,795.4,362.2,0.0,167.9,41.86%,41.86%,333.0,"1,658.5","5,622,315","149,095",,"5,771,410",,"175,833","5,947,243","1,248,203","4,699,040",
Newton,557.6,277.0,1.1,118.0,5.69%,0.00%,0.0,953.7,"3,233,043","126,522",,"3,359,565",,"47,232","3,406,797","1,434,454","1,972,343",
North Hampton,486.2,202.6,0.0,85.7,5.79%,0.00%,0.0,774.5,"2,625,555","84,531",,"2,710,086",,0,"2,710,086","3,157,430",0,
Northfield,560.6,306.7,0.1,101.5,26.72%,15.07%,84.5,"1,053.4","3,571,026","113,535",,"3,684,561",,"124,660","3,809,221","919,504","2,889,717",
Northumberland,318.2,158.3,0.0,54.9,40.88%,40.88%,130.1,661.5,"2,242,485","56,089",,"2,298,574",,"71,142","2,369,716","413,072","1,956,644",
Northwood,454.9,321.5,0.4,135.1,14.16%,0.00%,0.0,911.9,"3,091,341","140,772",,"3,232,113",,"23,042","3,255,155","1,340,681","1,914,474",
Nottingham,452.9,223.0,0.4,111.0,16.08%,0.51%,2.3,789.6,"2,676,744","239,153",,"2,915,897",,0,"2,915,897","1,578,238","1,337,659",
Odell,0.0,0.0,0.0,0.0,39.60%,39.60%,0.0,0.0,0,0,,0,,0,0,"7,910",0,
Orange,35.5,19.7,0.0,4.0,21.80%,6.93%,2.5,61.7,"209,163","8,823",,"217,986",,"6,526","224,512","79,693","144,819",
Orford,97.8,52.0,0.4,38.0,15.59%,0.12%,0.1,188.3,"638,337","28,324",,"666,661",,0,"666,661","362,959","303,702",
Ossipee,494.6,269.5,0.2,149.1,23.07%,8.80%,43.5,956.9,"3,243,891","176,002",,"3,419,893",,"30,226","3,450,119","1,579,052","1,871,067",
Pelham,"1,323.4",692.6,0.0,230.1,6.73%,0.00%,0.0,"2,246.1","7,614,279","305,070",,"7,919,349",,0,"7,919,349","4,735,067","3,184,282",
Pembroke,773.4,445.3,0.3,205.2,16.35%,0.74%,5.8,"1,430.0","4,847,700","160,738",,"5,008,438",,"108,161","5,116,599","1,761,181","3,355,418",
Penacook,486.2,264.4,0.6,84.1,19.78%,4.29%,20.9,856.2,"2,902,518","85,011",,"2,987,529",,"86,423","3,073,952","1,130,237","1,943,715",
Peterborough,660.0,393.8,0.0,146.2,17.64%,1.94%,12.8,"1,212.8","4,111,392","292,701",,"4,404,093",,"42,410","4,446,503","2,151,630","2,294,873",
Piermont,68.2,51.7,0.0,15.6,24.73%,11.49%,7.8,143.3,"485,787","28,045",,"513,832",,"2,081","515,913","239,075","276,838",
Pinkham's Grant,0.0,0.0,0.0,0.0,39.60%,39.60%,0.0,0.0,0,0,,0,,0,0,"14,698",0,
Pittsburg,81.1,54.0,0.0,6.0,21.28%,6.21%,5.0,146.1,"495,279","33,725",,"529,004",,0,"529,004","610,996",0,
Pittsfield,523.9,273.7,0.6,144.3,26.74%,15.11%,79.2,"1,021.7","3,463,563","67,681",,"3,531,244",,"154,840","3,686,084","747,642","2,938,442",
Plainfield,267.7,100.0,0.2,48.0,7.16%,0.00%,0.0,415.9,"1,409,901","127,289",,"1,537,190",,0,"1,537,190","771,444","765,746",
Plaistow,935.7,431.5,0.0,222.4,5.20%,0.00%,0.0,"1,589.6","5,388,744","107,945",,"5,496,689",,0,"5,496,689","3,452,233","2,044,456",
Plymouth,470.1,292.1,0.0,131.5,38.47%,38.47%,180.8,"1,074.5","3,642,555","65,188",,"3,707,743",,"119,010","3,826,753","936,703","2,890,050",
Portsmouth,"1,471.9",811.7,0.6,333.5,28.09%,17.77%,261.5,"2,879.2","9,760,488","222,506",,"9,982,994",,0,"9,982,994","14,071,003",0,
Randolph,26.7,21.0,0.0,6.7,4.00%,0.00%,0.0,54.4,"184,416","8,283","344,906","192,699",,0,"192,699","182,849","9,850",
Raymond,"1,134.8",725.9,0.1,338.4,22.38%,7.77%,88.1,"2,287.3","7,753,947","243,618",,"7,997,565",,"172,737","8,170,302","2,761,382","5,408,920",
Richmond,128.8,71.3,0.0,20.4,25.80%,13.36%,17.2,237.7,"805,803","47,701",,"853,504",,"18,374","871,878","288,571","583,307",
Rindge,545.1,253.2,0.1,133.6,18.06%,2.37%,12.9,944.9,"3,203,211","171,157",,"3,374,368",,0,"3,374,368","1,718,005","1,656,363",
Rochester,"2,918.8","1,652.2",0.9,852.7,28.96%,19.58%,571.4,"5,996.0","20,326,440","378,118",,"20,704,558",,"435,607","21,140,165","6,966,665","14,173,500",
Rollinsford,237.5,110.9,0.0,31.6,10.30%,0.00%,0.0,380.0,"1,288,200","77,537",,"1,365,737",,0,"1,365,737","836,962","528,775",
Roxbury,22.6,13.7,0.0,5.9,25.80%,13.36%,3.0,45.2,"153,228","9,518",,"162,746",,0,"162,746","77,760","84,986",
Rumney,158.0,82.8,0.0,42.0,37.21%,37.21%,58.8,341.6,"1,158,024","69,453",,"1,227,477",,0,"1,227,477","493,904","733,573",
Rye,553.8,187.9,0.0,80.6,2.08%,0.00%,0.0,822.3,"2,787,597","180,690",,"2,968,287",,0,"2,968,287","5,855,985",0,
Salem,"3,120.0","1,591.8",0.0,450.0,8.75%,0.00%,0.0,"5,161.8","17,498,502","503,259",,"18,001,761",,0,"18,001,761","14,907,903","3,093,858",
Salisbury,120.1,69.2,0.0,25.1,19.78%,4.29%,5.2,219.6,"744,444","23,214",,"767,658",,0,"767,658","369,031","398,627",
Sanbornton,268.0,136.9,0.0,54.1,26.72%,15.07%,40.4,499.4,"1,692,966","73,685",,"1,766,651",,0,"1,766,651","1,170,636","596,015",
Sandown,740.7,373.2,0.0,171.1,5.20%,0.00%,0.0,"1,285.0","4,356,150","143,915",,"4,500,065",,"72,393","4,572,458","1,659,513","2,912,945",
Sandwich,118.7,74.5,0.0,25.4,21.83%,6.97%,8.3,226.9,"769,191","55,141",,"824,332",,0,"824,332","1,134,104",0,
Seabrook,761.8,343.4,0.0,159.5,36.25%,36.25%,276.2,"1,540.9","5,223,651","147,230",,"5,370,881",,0,"5,370,881","3,860,431","1,510,450",
Sharon,31.5,28.3,0.0,2.7,17.64%,1.94%,0.6,63.1,"213,909","17,050",,"230,959",,0,"230,959","150,664","80,295",
Shelburne,35.6,30.8,0.2,4.3,11.94%,0.00%,0.0,70.9,"240,351","6,280","408,622","246,631",,0,"246,631","145,636","100,995",
Somersworth,"1,154.6",582.2,0.0,222.2,30.20%,22.29%,257.3,"2,216.3","7,513,257","152,933",,"7,666,190",,"169,382","7,835,572","2,649,274","5,186,298",
South Hampton,110.6,38.4,0.0,14.4,0.00%,0.00%,0.0,163.4,"553,926","35,870",,"589,796",,0,"589,796","511,833","77,963",
Springfield,128.0,65.4,0.0,33.0,13.19%,0.00%,0.0,226.4,"767,496","46,983",,"814,479",,0,"814,479","465,874","348,605",
Stark,62.2,39.7,0.0,15.3,50.65%,50.65%,31.5,148.7,"504,093","21,339",,"525,432",,0,"525,432","118,063","407,369",
Stewartstown,80.4,61.3,0.0,12.1,40.74%,40.74%,32.8,186.6,"632,574","38,302",,"670,876",,0,"670,876","185,003","485,873",
Stoddard,68.6,35.5,0.0,19.0,4.61%,0.00%,0.0,123.1,"417,309","51,773",,"469,082",,0,"469,082","579,629",0,
Strafford,514.4,298.1,0.0,96.4,8.78%,0.00%,0.0,908.9,"3,081,171","202,688",,"3,283,859",,"37,921","3,321,780","1,361,880","1,959,900",
Stratford,95.1,45.1,0.9,28.6,71.50%,71.50%,68.0,237.7,"805,803","32,631",,"838,434",,"4,205","842,639","126,901","715,738",
Stratham,942.6,403.1,0.0,153.1,3.95%,0.00%,0.0,"1,498.8","5,080,932","223,873",,"5,304,805",,0,"5,304,805","3,884,991","1,419,814",
Success,0.0,0.0,0.0,0.0,39.60%,39.60%,0.0,0.0,0,0,,0,,0,0,"39,743",0,
Sugar Hill,58.9,12.2,0.1,6.6,17.11%,1.43%,0.8,78.6,"266,454","27,232",,"293,686",,0,"293,686","409,584",0,
Sullivan,66.3,39.5,0.0,3.5,25.80%,13.36%,8.9,118.2,"400,698","29,657",,"430,355",,"8,773","439,128","122,400","316,728",
Sunapee,357.0,199.7,0.0,64.7,16.18%,0.60%,2.1,623.5,"2,113,665","116,510",,"2,230,175",,0,"2,230,175","2,671,021",0,
Surry,57.0,40.9,0.0,6.8,25.80%,13.36%,7.6,112.3,"380,697","24,194",,"404,891",,0,"404,891","229,392","175,499",
Sutton,158.0,98.4,0.0,52.2,13.19%,0.00%,0.0,308.6,"1,046,154","67,224",,"1,113,378",,0,"1,113,378","670,175","443,203",
Swanzey,823.1,461.0,0.0,126.0,25.80%,13.36%,110.0,"1,520.1","5,153,139","304,931",,"5,458,070",,"172,013","5,630,083","1,645,062","3,985,021",
Tamworth,257.9,133.4,0.3,41.5,29.38%,20.48%,52.8,485.9,"1,647,201","93,827",,"1,741,028",,"9,196","1,750,224","833,267","916,957",
Temple,156.1,81.2,0.0,26.3,17.64%,1.94%,3.0,266.6,"903,774","59,806",,"963,580",,"3,937","967,517","423,691","543,826",
Thornton,196.1,125.8,0.0,45.9,19.69%,4.18%,8.2,376.0,"1,274,640","66,389",,"1,341,029",,0,"1,341,029","791,071","549,958",
Tilton,384.7,213.7,0.6,102.0,26.72%,15.07%,58.0,759.0,"2,573,010","113,535",,"2,686,545",,0,"2,686,545","1,398,747","1,287,798",
Troy,244.2,159.2,0.0,46.7,25.80%,13.36%,32.6,482.7,"1,636,353","89,705",,"1,726,058",,"63,033","1,789,091","405,440","1,383,651",
Tuftonboro,180.1,112.7,0.0,36.1,23.07%,8.80%,15.9,344.8,"1,168,872","100,230",,"1,269,102",,0,"1,269,102","2,270,725",0,
Unity,112.8,88.0,0.0,24.9,13.30%,0.00%,0.0,225.7,"765,123","45,000",,"810,123",,"11,280","821,403","293,271","528,132",
Wakefield,513.3,250.6,0.2,90.9,38.11%,38.11%,195.6,"1,050.6","3,561,534","221,775",,"3,783,309",,0,"3,783,309","1,961,704","1,821,605",
Walpole,391.8,216.5,0.1,65.1,25.69%,13.17%,51.6,725.1,"2,458,089","125,097",,"2,583,186",,"14,934","2,598,120","1,231,954","1,366,166",
Warner,299.8,153.6,0.0,78.5,13.19%,0.00%,0.0,531.9,"1,803,141","107,631",,"1,910,772",,"24,649","1,935,421","832,724","1,102,697",
Warren,109.5,57.8,0.0,28.5,29.95%,21.73%,23.8,219.6,"744,444","35,441",,"779,885",,"24,461","804,346","156,340","648,006",
Washington,103.2,24.1,0.0,20.4,21.19%,6.09%,6.3,154.0,"522,060","55,366",,"577,426",,0,"577,426","512,736","64,690",
Waterville Valley,29.0,10.9,0.0,6.6,0.00%,0.00%,0.0,46.5,"157,635",0,,"157,635",,0,"157,635","957,288",0,
Weare,"1,191.9",607.0,0.1,217.4,6.46%,0.00%,0.0,"2,016.4","6,835,596","364,130",,"7,199,726",,"185,665","7,385,391","2,261,560","5,123,831",
Webster,161.0,100.1,0.0,38.4,19.78%,4.29%,6.9,306.4,"1,038,696","29,658",,"1,068,354",,0,"1,068,354","488,761","579,593",
Wentworth,111.6,58.8,0.0,29.9,26.02%,13.76%,15.4,215.7,"731,223","54,000",,"785,223",,"17,088","802,311","201,627","600,684",
Wentworth Loc. (1),3.0,3.6,0.0,0.7,31.88%,26.21%,0.8,8.1,"27,459","4,725","14,314","14,314",R,0,"14,314","27,393",0,
Westmoreland,163.6,108.7,0.0,43.9,16.46%,0.84%,1.4,317.6,"1,076,664","81,756",,"1,158,420",,"9,427","1,167,847","474,128","693,719",
Whitefield,223.3,135.7,0.3,70.3,29.54%,20.83%,46.5,476.1,"1,613,979","79,305",,"1,693,284",,"36,628","1,729,912","443,697","1,286,215",
Wilmot,145.5,68.9,0.0,11.3,13.19%,0.00%,0.0,225.7,"765,123","53,010",,"818,133",,"13,217","831,350","428,924","402,426",
Wilton,397.3,158.9,0.0,73.9,10.92%,0.00%,0.0,630.1,"2,136,039","80,447",,"2,216,486",,0,"2,216,486","1,298,402","918,084",
Winchester,501.0,235.6,0.0,114.1,45.41%,45.41%,227.5,"1,078.2","3,655,098","116,736",,"3,771,834",,"127,334","3,899,168","736,964","3,162,204",
Windham,"1,515.2",656.4,0.0,273.2,1.78%,0.00%,0.0,"2,444.8","8,287,872","381,772",,"8,669,644",,0,"8,669,644","6,161,475","2,508,169",
Windsor,18.7,7.2,0.0,4.5,16.57%,0.94%,0.2,30.6,"103,734","3,920","136,987","107,654",,0,"107,654","71,366","36,288",
Wolfeboro,633.3,350.8,0.3,70.3,23.07%,8.80%,55.7,"1,110.4","3,764,256","273,189",,"4,037,445",,0,"4,037,445","4,370,573",0,
Woodstock,135.3,60.1,0.0,21.3,16.20%,0.62%,0.8,217.5,"737,325","18,372",,"755,697",,0,"755,697","741,339","14,358",
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Atkinson. & Gilmanton Academy,,,,,,,,,,,,,,,,"3,666",,
Bean's Grant,,,,,,,,,,,,,,,,0,,
Bean's Purchase,,,,,,,,,,,,,,,,383,,
Chandler's Purchase,,,,,,,,,,,,,,,,83,,
Crawford's Purchase,,,,,,,,,,,,,,,,694,,
Cutt's Grant,,,,,,,,,,,,,,,,0,,
Erving's Grant,,,,,,,,,,,,,,,,465,,
Green's Grant,,,,,,,,,,,,,,,,"11,246",,
Hadley's Purchase,,,,,,,,,,,,,,,,0,,
Kilkenney,,,,,,,,,,,,,,,,0,,
Livermore,,,,,,,,,,,,,,,,253,,
Low & Burbank Purchase,,,,,,,,,,,,,,,,0,,
Sargent's Purchase,,,,,,,,,,,,,,,,"25,183",,
Second College Grant,,,,,,,,,,,,,,,,"7,881",,
Thom. & Mes. Purchase,,,,,,,,,,,,,,,,"21,970",,
,,,,,,,,,,,,,,,,,,
(1) 2001 equalized valuation,,,,,,,,,,,,,,,,,,
w/o utilities adjusted per SB 77.  ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
