,From EOY Data Excl Charter And OOS,,,,1 4-15 Membership,Base Adequacy      ,F &R ,Free or Reduced Differentiated Aid, SPED,ELL,SPED Differentiated Aid,ELL Differentiated Aid,Grade 3 Reading Not Level 1 ,Grade 3 Reading Diff. Aid,Total Calculated Cost of an Adequate Education,SWEPT @,FY2016 Preliminary Grants =  Cost - SWEPT,FY2012 Stabilization Grant - Apply to FY2016 if necessary,FY2015 Total        Grant as of          3-12-15,FY2015 Capped @108% Informational only,FY2016 Est. Grant for Cap and FY12 Stabilization,FY2016 Adj. to 95% of 11-15-14 Estimated Grant 198:40-a VI,FY2016 Total        Grant as of          3-14-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ADM,"$3,561.27 ",ADM,"$1,780.63 ",ADM,ADM,"$1,915.86 ",$696.77 ,ADM,$696.77 ,$,$2.420 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Cornish,TRUE,115,Cornish,167.79,"597,545.49 ",30.86,"54,950.24 ",33.91,0.00," 64,966.81 ", -   ,1.00, 696.77 ," 718,159.31 "," 438,045.00 "," 280,114.31 "," 418,638 "," 694,515.77 "," 750,077 "," 698,752.31 ", -   ," 698,752.31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Croydon,TRUE,117,Croydon,62.30,"221,867.12 ",18.01,"32,069.15 ",12.42,0.00," 23,794.98 ", -   ,0.00, -   ," 277,731.25 "," 217,009.00 "," 60,722.25 "," 190,872 "," 304,255.02 "," 328,595 "," 251,594.25 ", -   ," 251,594.25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Dalton,TRUE,119,Dalton,125.51,"446,975.00 ",66.63,"118,643.38 ",37.57,0.00," 71,978.86 ", -   ,3.00," 2,090.31 "," 639,687.55 "," 181,462.00 "," 458,225.55 "," 329,178 "," 736,958.89 "," 795,916 "," 787,403.55 ", -   ," 787,403.55 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Danbury,TRUE,123,Danbury,125.27,"446,120.29 ",61.32,"109,188.23 ",22.88,2.00," 43,834.88 "," 1,393.54 ",1.00, 696.77 ," 601,233.71 "," 244,731.00 "," 356,502.71 "," 390,811 "," 709,361.89 "," 766,111 "," 747,313.71 ", -   ," 747,313.71 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Danville,TRUE,125,Danville,672.99,"2,396,699.10 ",106.76,"190,100.06 ",140.44,2.00," 269,063.38 "," 1,393.54 ",1.00, 696.77 ," 2,857,952.85 "," 791,870.00 "," 2,066,082.85 "," 1,082,128 "," 3,299,767.46 "," 3,563,749 "," 3,148,210.85 ", -   ," 3,148,210.85 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Deerfield,TRUE,127,Deerfield,610.00,"2,172,374.70 ",110.84,"197,365.03 ",94.05,0.00," 180,186.63 ", -   ,5.00," 3,483.85 "," 2,553,410.21 "," 1,093,557.00 "," 1,459,853.21 "," 341,247 "," 1,723,359.80 "," 1,861,229 "," 1,801,100.21 ", -   ," 1,801,100.21 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Deering,TRUE,129,Deering,175.16,"623,792.05 ",60.36,"107,478.83 ",30.12,0.00," 57,705.70 ", -   ,1.00, 696.77 ," 789,673.35 "," 421,386.00 "," 368,287.35 "," 398,400 "," 817,301.24 "," 882,685 "," 766,687.35 ", -   ," 766,687.35 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Derry,TRUE,131,Derry,"5,181.66","18,453,290.31 ","1,221.79","2,175,555.93 ",870.09,71.39," 1,666,970.63 "," 49,742.41 ",35.29," 24,589.01 "," 22,370,148.29 "," 6,433,055.00 "," 15,937,093.29 "," 8,658,713 "," 25,215,065.79 "," 27,232,271 "," 24,595,806.29 ", -   ," 24,595,806.29 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Dix's Grant,TRUE,133,Dix's Grant,0.00,0.00 ,0.00,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ," 1,780.00 ", -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Dixville,TRUE,134,Dixville,0.00,0.00 ,0.00,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ," 18,644.00 ", -   ," 8,706 "," 8,706.00 "," 9,402 "," 8,706.00 ", -   ," 8,706.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Dorchester,TRUE,139,Dorchester,34.18,"121,724.21 ",21.46,"38,212.32 ",9.54,0.00," 18,277.30 ", -   ,0.00, -   ," 178,213.83 "," 87,865.00 "," 90,348.83 "," 180,839 "," 232,092.21 "," 250,660 "," 250,660.00 ", -   ," 250,660.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Dover,TRUE,141,Dover,"3,578.09","12,742,544.57 ","1,106.21","1,969,750.71 ",518.92,98.79," 994,178.07 "," 68,833.91 ",21.09," 14,694.88 "," 15,790,002.14 "," 6,789,922.00 "," 9,000,080.14 ", -   ," 7,058,518.00 "," 7,623,199 "," 7,623,199.00 ", -   ," 7,623,199.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Dublin,TRUE,143,Dublin,148.90,"530,273.10 ",34.80,"61,965.92 ",22.67,0.00," 43,432.55 ", -   ,1.00, 696.77 ," 636,368.34 "," 599,003.00 "," 37,365.34 "," 14,881 "," 18,554.00 "," 20,038 "," 20,038.00 ", -   ," 20,038.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Dummer,TRUE,147,Dummer,26.62,"94,801.01 ",6.03,"10,737.20 ",2.13,0.00," 4,080.78 ", -   ,0.00, -   ," 109,618.99 "," 72,929.00 "," 36,689.99 "," 50,888 "," 90,372.81 "," 97,603 "," 87,577.99 ", 580.29 ," 88,158.28 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Dunbarton,TRUE,149,Dunbarton,372.33,"1,325,967.66 ",39.98,"71,189.59 ",46.67,0.89," 89,413.19 ", 620.13 ,7.00," 4,877.39 "," 1,492,067.96 "," 664,872.00 "," 827,195.96 ", -   ," 630,312.00 "," 680,737 "," 680,737.00 ", -   ," 680,737.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Durham,TRUE,151,Durham,918.25,"3,270,136.18 ",35.06,"62,428.89 ",126.19,22.85," 241,762.37 "," 15,921.19 ",3.00," 2,090.31 "," 3,592,338.94 "," 2,232,279.00 "," 1,360,059.94 "," 12,435 "," 1,257,668.46 "," 1,358,282 "," 1,358,282.00 ", -   ," 1,358,282.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,East Kingston,TRUE,153,East Kingston,358.13,"1,275,397.63 ",33.26,"59,223.75 ",56.27,0.87," 107,805.44 ", 606.19 ,0.47, 327.48 ," 1,443,360.49 "," 641,606.00 "," 801,754.49 ", -   ," 705,864.00 "," 762,333 "," 762,333.00 ", -   ," 762,333.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Easton,TRUE,155,Easton,18.05,"64,280.92 ",1.00,"1,780.63 ",1.00,0.00," 1,915.86 ", -   ,0.57, 397.16 ," 68,374.57 "," 157,913.00 ", -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Eaton,TRUE,159,Eaton,19.00,"67,664.13 ",4.00,"7,122.52 ",3.00,0.00," 5,747.58 ", -   ,0.00, -   ," 80,534.23 "," 244,239.00 ", -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Effingham,TRUE,161,Effingham,180.54,"642,951.69 ",98.72,"175,783.79 ",35.17,1.00," 67,380.80 ", 696.77 ,0.00, -   ," 886,813.05 "," 371,475.00 "," 515,338.05 "," 323,629 "," 790,506.44 "," 853,747 "," 838,967.05 ", -   ," 838,967.05 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Ellsworth,TRUE,162,Ellsworth,11.03,"39,280.81 ",5.00,"8,903.15 ",2.00,0.00," 3,831.72 ", -   ,1.00, 696.77 ," 52,712.45 "," 33,382.00 "," 19,330.45 ", -   ," 11,012.00 "," 11,893 "," 11,893.00 ", -   ," 11,893.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Enfield,TRUE,163,Enfield,457.73,"1,630,100.12 ",111.00,"197,649.93 ",79.13,0.00," 151,602.00 ", -   ,6.00," 4,180.62 "," 1,983,532.67 "," 1,286,592.00 "," 696,940.67 "," 58,733 "," 778,983.56 "," 841,302 "," 755,673.67 "," 25,750.88 "," 781,424.55 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Epping,TRUE,165,Epping,933.13,"3,323,127.88 ",254.65,"453,437.43 ",114.30,4.97," 218,982.80 "," 3,462.95 ",6.00," 4,180.62 "," 4,003,191.68 "," 1,578,972.00 "," 2,424,219.68 "," 866,394 "," 3,376,041.83 "," 3,646,125 "," 3,290,613.68 ", -   ," 3,290,613.68 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Epsom,TRUE,167,Epsom,602.51,"2,145,700.79 ",141.23,"251,478.37 ",64.09,0.00," 122,787.47 ", -   ,0.23, 160.26 ," 2,520,126.89 "," 914,393.00 "," 1,605,733.89 "," 955,543 "," 2,524,219.50 "," 2,726,157 "," 2,561,276.89 ", -   ," 2,561,276.89 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Errol,TRUE,171,Errol,13.83,"49,252.36 ",3.44,"6,125.37 ",2.00,0.00," 3,831.72 ", -   ,0.00, -   ," 59,209.45 "," 186,868.00 ", -   ," 14,426 "," 14,426.00 "," 15,580 "," 14,426.00 ", -   ," 14,426.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Exeter,TRUE,173,Exeter,"2,112.41","7,522,862.36 ",365.98,"651,674.97 ",340.21,31.32," 651,794.73 "," 21,822.84 ",6.52," 4,542.94 "," 8,852,697.84 "," 4,153,571.00 "," 4,699,126.84 ", -   ," 4,751,120.21 "," 5,131,210 "," 4,699,126.84 ", -   ," 4,699,126.84 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Farmington,TRUE,175,Farmington,928.67,"3,307,244.61 ",460.85,"820,603.34 ",193.34,2.69," 370,412.37 "," 1,874.31 ",1.64," 1,142.70 "," 4,501,277.33 "," 1,040,463.00 "," 3,460,814.33 "," 2,914,592 "," 6,055,763.58 "," 6,540,225 "," 6,375,406.33 ", -   ," 6,375,406.33 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Fitzwilliam,TRUE,177,Fitzwilliam,239.89,"854,313.06 ",79.62,"141,773.76 ",25.44,1.00," 48,739.48 ", 696.77 ,1.00, 696.77 ," 1,046,219.84 "," 505,968.00 "," 540,251.84 "," 208,236 "," 712,533.37 "," 769,536 "," 748,487.84 ", -   ," 748,487.84 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Francestown,TRUE,179,Francestown,159.90,"569,447.07 ",33.13,"58,992.27 ",20.30,0.00," 38,891.96 ", -   ,2.00," 1,393.54 "," 668,724.84 "," 452,169.00 "," 216,555.84 "," 173,610 "," 376,332.85 "," 406,439 "," 390,165.84 ", -   ," 390,165.84 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Franconia,TRUE, 183 ,Franconia,105.62,"376,141.34 ",23.81,"42,396.80 ",14.00,0.00," 26,822.04 ", -   ,0.00, -   ," 445,360.18 "," 658,587.00 ", -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Franklin,TRUE,185,Franklin,"1,102.83","3,927,475.39 ",691.58,"1,231,448.10 ",179.04,5.05," 343,015.57 "," 3,518.69 ",8.85," 6,166.41 "," 5,511,624.16 "," 1,216,829.00 "," 4,294,795.16 "," 4,034,992 "," 8,146,890.81 "," 8,798,642 "," 8,329,787.16 ", -   ," 8,329,787.16 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Freedom,TRUE,187,Freedom,110.21,"392,487.57 ",33.07,"58,885.43 ",21.64,0.00," 41,459.21 ", -   ,0.00, -   ," 492,832.21 "," 1,067,764.00 ", -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Fremont,TRUE,189,Fremont,613.64,"2,185,337.72 ",96.20,"171,296.61 ",91.04,1.00," 174,419.89 ", 696.77 ,10.00," 6,967.70 "," 2,538,718.69 "," 867,240.00 "," 1,671,478.69 ", -   ," 1,712,968.25 "," 1,850,006 "," 1,671,478.69 ", -   ," 1,671,478.69 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Gilford,TRUE,191,Gilford,994.68,"3,542,324.04 ",227.01,"404,220.82 ",146.37,3.72," 280,424.43 "," 2,591.98 ",3.00," 2,090.31 "," 4,231,651.58 "," 3,967,470.00 "," 264,181.58 "," 363,818 "," 685,259.57 "," 740,080 "," 627,999.58 "," 9,608.50 "," 637,608.08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
