,From EOY Data Excl Charter And OOS,,,,1 4-15 Membership,Base Adequacy      ,F &R ,Free or Reduced Differentiated Aid, SPED,ELL,SPED Differentiated Aid,ELL Differentiated Aid,Grade 3 Reading Not Level 1 ,Grade 3 Reading Diff. Aid,Total Calculated Cost of an Adequate Education,SWEPT @,FY2016 Preliminary Grants =  Cost - SWEPT,FY2012 Stabilization Grant - Apply to FY2016 if necessary,FY2015 Total        Grant as of          3-12-15,FY2015 Capped @108% Informational only,FY2016 Est. Grant for Cap and FY12 Stabilization,FY2016 Adj. to 95% of 11-15-14 Estimated Grant 198:40-a VI,FY2016 Total        Grant as of          3-14-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ADM,"$3,561.27 ",ADM,"$1,780.63 ",ADM,ADM,"$1,915.86 ",$696.77 ,ADM,$696.77 ,$,$2.420 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Bartlett,TRUE,35,Bartlett,280.25,"998,045.92 ",98.73,"175,801.60 ",45.66,0.00," 87,478.17 ", -   ,0.00, -   ," 1,261,325.69 "," 2,268,711.00 ", -   ," 18,308 "," 18,308.00 "," 19,773 "," 18,308.00 ", -   ," 18,308.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Bath,TRUE,39,Bath,118.12,"420,657.21 ",40.46,"72,044.29 ",11.86,0.00," 22,722.10 ", -   ,0.00, -   ," 515,423.60 "," 228,203.00 "," 287,220.60 "," 259,033 "," 447,425.59 "," 483,220 "," 483,220.00 ", -   ," 483,220.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Bedford,TRUE,41,Bedford,"4,300.30","15,314,529.38 ",270.33,"481,357.71 ",509.68,22.87," 976,475.52 "," 15,935.13 ",7.63," 5,316.36 "," 16,793,614.10 "," 8,145,289.00 "," 8,648,325.10 ", -   ," 4,037,770.00 "," 4,360,792 "," 4,360,792.00 ", -   ," 4,360,792.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Belmont,TRUE,43,Belmont,"1,017.88","3,624,945.51 ",398.79,"710,097.44 ",178.42,7.00," 341,827.74 "," 4,877.39 ",1.37, 954.57 ," 4,682,702.65 "," 1,436,994.00 "," 3,245,708.65 "," 1,233,780 "," 4,273,399.75 "," 4,615,272 "," 4,479,488.65 ", -   ," 4,479,488.65 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Bennington,TRUE,45,Bennington,203.70,"725,430.70 ",83.43,"148,557.96 ",40.26,1.00," 77,132.52 ", 696.77 ,0.00, -   ," 951,817.95 "," 250,444.00 "," 701,373.95 "," 489,829 "," 1,244,232.10 "," 1,343,771 "," 1,191,202.95 ", -   ," 1,191,202.95 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Benton,TRUE,47,Benton,32.96,"117,379.46 ",6.78,"12,072.67 ",6.18,0.00," 11,840.01 ", -   ,0.00, -   ," 141,292.14 "," 56,034.00 "," 85,258.14 "," 59,781 "," 130,662.18 "," 141,115 "," 141,115.00 ", -   ," 141,115.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Berlin,TRUE,51,Berlin,"1,082.72","3,855,858.25 ",629.50,"1,120,906.59 ",257.24,2.98," 492,835.83 "," 2,076.37 ",4.03," 2,807.98 "," 5,474,485.02 "," 734,425.00 "," 4,740,060.02 "," 5,495,595 "," 10,334,588.33 "," 11,161,355 "," 10,235,655.02 ", -   ," 10,235,655.02 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Bethlehem,TRUE,53,Bethlehem,311.30,"1,108,623.35 ",118.59,"211,164.91 ",37.52,0.00," 71,883.07 ", -   ,1.29, 898.83 ," 1,392,570.16 "," 595,768.00 "," 796,802.16 "," 449,239.00 "," 1,291,971.63 "," 1,395,329.00 "," 1,246,041.16 ", -   ," 1,246,041.16 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Boscawen,TRUE,55,Boscawen,467.28,"1,664,110.25 ",174.84,"311,325.35 ",86.28,1.00," 165,300.40 ", 696.77 ,3.00," 2,090.31 "," 2,143,523.08 "," 548,139.00 "," 1,595,384.08 "," 1,119,944 "," 2,724,554.00 "," 2,942,518 "," 2,715,328.08 ", -   ," 2,715,328.08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Bow,TRUE,57,Bow,"1,303.88","4,643,468.73 ",88.95,"158,387.04 ",152.13,7.00," 291,459.78 "," 4,877.39 ",6.00," 4,180.62 "," 5,102,373.56 "," 2,123,841.00 "," 2,978,532.56 "," 349,208 "," 3,300,611.27 "," 3,564,660 "," 3,327,740.56 ", -   ," 3,327,740.56 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Bradford,TRUE,59,Bradford,201.73,"718,415.00 ",59.14,"105,306.46 ",35.62,2.00," 68,242.93 "," 1,393.54 ",0.00, -   ," 893,357.93 "," 511,267.00 "," 382,090.93 "," 199,555 "," 554,836.77 "," 599,224 "," 581,645.93 ", -   ," 581,645.93 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Brentwood,TRUE,63,Brentwood,822.11,"2,927,755.68 ",42.59,"75,837.03 ",106.20,2.49," 203,464.33 "," 1,734.96 ",0.00, -   ," 3,208,792.00 "," 1,196,753.00 "," 2,012,039.00 ", -   ," 2,009,696.15 "," 2,170,472 "," 2,012,039.00 ", -   ," 2,012,039.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Bridgewater,TRUE,65,Bridgewater,99.05,"352,743.79 ",31.70,"56,445.97 ",11.07,0.00," 21,208.57 ", -   ,1.00, 696.77 ," 431,095.10 "," 842,003.00 ", -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Bristol,TRUE,67,Bristol,354.09,"1,261,010.09 ",164.66,"293,198.54 ",43.55,0.00," 83,435.70 ", -   ,2.00," 1,393.54 "," 1,639,037.87 "," 1,070,507.00 "," 568,530.87 "," 267,027 "," 835,616.30 "," 902,466 "," 835,557.87 ", -   ," 835,557.87 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Brookfield,TRUE,69,Brookfield,70.84,"252,280.37 ",23.03,"41,007.91 ",4.82,0.00," 9,234.45 ", -   ,0.00, -   ," 302,522.73 "," 224,873.00 "," 77,649.73 "," 56,013 "," 152,161.98 "," 164,335 "," 133,662.73 ", -   ," 133,662.73 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Brookline,TRUE,71,Brookline,"1,108.16","3,946,456.96 ",53.10,"94,551.45 ",188.77,6.50," 361,656.89 "," 4,529.01 ",1.00, 696.77 ," 4,407,891.08 "," 1,211,873.00 "," 3,196,018.08 "," 758,524 "," 3,968,733.81 "," 4,286,233 "," 3,954,542.08 ", -   ," 3,954,542.08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Cambridge,TRUE,73,Cambridge,0.00,0.00 ,0.00,0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   ," 19,150.00 ", -   , 203 , 203.00 , 219 , 203.00 , -   , 203.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Campton,TRUE,75,Campton,425.98,"1,517,029.79 ",178.68,"318,162.97 ",72.36,1.00," 138,631.63 ", 696.77 ,0.00, -   ," 1,974,521.16 "," 906,376.00 "," 1,068,145.16 "," 669,210 "," 1,789,443.17 "," 1,932,599 "," 1,737,355.16 ", -   ," 1,737,355.16 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Canaan,TRUE,77,Canaan,454.28,"1,617,813.74 ",142.17,"253,152.17 ",66.29,4.33," 127,002.36 "," 3,017.01 ",4.00," 2,787.08 "," 2,003,772.36 "," 810,366.00 "," 1,193,406.36 "," 956,783 "," 2,105,859.93 "," 2,274,329 "," 2,150,189.36 ", -   ," 2,150,189.36 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Candia,TRUE,79,Candia,500.38,"1,781,988.28 ",61.87,"110,167.58 ",60.78,4.00," 116,445.97 "," 2,787.08 ",3.00," 2,090.31 "," 2,013,479.22 "," 914,072.00 "," 1,099,407.22 ", -   ," 1,144,048.68 "," 1,235,573 "," 1,099,407.22 ", -   ," 1,099,407.22 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Canterbury,TRUE,81,Canterbury,245.43,"874,042.50 ",35.20,"62,678.18 ",32.70,0.00," 62,648.62 ", -   ,0.00, -   ," 999,369.30 "," 552,830.00 "," 446,539.30 ", -   ," 425,482.03 "," 459,521 "," 446,539.30 ", -   ," 446,539.30 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Carroll,TRUE,83,Carroll,67.34,"239,815.92 ",33.48,"59,615.49 ",9.86,0.00," 18,890.38 ", -   ,0.00, -   ," 318,321.79 "," 746,626.00 ", -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Center Harbor,TRUE,87,Center Harbor,103.75,"369,481.76 ",30.71,"54,683.15 ",13.23,0.00," 25,346.83 ", -   ,0.00, -   ," 449,511.74 "," 972,118.00 ", -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Charlestown,TRUE,89,Charlestown,643.36,"2,291,178.67 ",289.10,"514,780.13 ",117.21,1.57," 224,557.95 "," 1,093.93 ",6.39," 4,452.36 "," 3,036,063.04 "," 593,687.00 "," 2,442,376.04 "," 2,520,022 "," 4,826,208.81 "," 5,212,306 "," 4,962,398.04 ", -   ," 4,962,398.04 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Chatham,TRUE,91,Chatham,43.73,"155,734.34 ",1.50,"2,670.95 ",10.00,0.00," 19,158.60 ", -   ,1.00, 696.77 ," 178,260.66 "," 115,532.00 "," 62,728.66 ", -   ," 38,131.74 "," 41,182 "," 41,182.00 ", -   ," 41,182.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Chester,TRUE,93,Chester,863.02,"3,073,447.24 ",66.41,"118,251.64 ",134.57,1.17," 257,817.28 ", 815.22 ,1.68," 1,170.57 "," 3,451,501.95 "," 1,148,146.00 "," 2,303,355.95 "," 532,325 "," 2,804,757.41 "," 3,029,138 "," 2,835,680.95 ", -   ," 2,835,680.95 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Chesterfield,TRUE,95,Chesterfield,417.02,"1,485,120.82 ",59.31,"105,609.17 ",51.45,4.00," 98,571.00 "," 2,787.08 ",2.00," 1,393.54 "," 1,693,481.61 "," 1,182,991.00 "," 510,490.61 "," 119,256 "," 673,060.35 "," 726,905 "," 629,746.61 ", -   ," 629,746.61 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Chichester,TRUE,99,Chichester,326.49,"1,162,719.04 ",51.49,"91,684.64 ",49.99,0.00," 95,773.84 ", -   ,1.61," 1,121.80 "," 1,351,299.32 "," 643,573.00 "," 707,726.32 "," 115,615 "," 844,536.18 "," 912,099 "," 823,341.32 ", -   ," 823,341.32 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Claremont,TRUE,101,Claremont,"1,714.82","6,106,937.02 ",845.59,"1,505,682.92 ",365.45,9.73," 700,151.04 "," 6,779.57 ",14.32," 9,977.75 "," 8,329,528.30 "," 1,690,309.00 "," 6,639,219.30 "," 6,282,807 "," 12,637,470.28 "," 13,648,468 "," 12,922,026.30 ", -   ," 12,922,026.30 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Clarksville,TRUE,103,Clarksville,24.84,"88,461.95 ",14.89,"26,513.58 ",4.95,0.00," 9,483.51 ", -   ,0.00, -   ," 124,459.04 "," 100,153.00 "," 24,306.04 "," 46,927 "," 56,146.00 "," 60,638 "," 60,638.00 ", -   ," 60,638.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Colebrook,TRUE,105,Colebrook,263.64,"938,893.22 ",110.59,"196,919.87 ",29.34,0.00," 56,211.33 ", -   ,3.00," 2,090.31 "," 1,194,114.73 "," 392,867.00 "," 801,247.73 "," 1,088,007 "," 1,951,603.29 "," 2,107,732 "," 1,889,254.73 ", -   ," 1,889,254.73 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Columbia,TRUE,107,Columbia,77.27,"275,179.33 ",38.51,"68,572.06 ",9.00,0.00," 17,242.74 ", -   ,0.00, -   ," 360,994.13 "," 149,477.00 "," 211,517.13 "," 199,764 "," 416,931.67 "," 450,286 "," 411,281.13 ", -   ," 411,281.13 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Concord,TRUE,111,Concord,"4,325.44","15,404,059.71 ","1,577.81","2,809,495.82 ",703.66,322.48," 1,348,114.05 "," 224,694.39 ",35.81," 24,951.33 "," 19,811,315.30 "," 8,792,619.00 "," 11,018,696.30 "," 1,794,128 "," 12,647,490.80 "," 13,659,290 "," 12,812,824.30 ", -   ," 12,812,824.30 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Conway,TRUE,113,Conway,"1,245.92","4,437,057.52 ",577.98,"1,029,168.53 ",202.56,11.95," 388,076.60 "," 8,326.40 ",2.00," 1,393.54 "," 5,864,022.59 "," 3,498,863.00 "," 2,365,159.59 "," 793,690 "," 3,009,784.03 "," 3,250,567 "," 3,158,849.59 ", -   ," 3,158,849.59 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
