,,,,,,,,,,"November 18, 2008"
New Hampshire Department of Education,,,,,,,,,,
Commissioner's Office,,,,,,,,,,
Estimated FY10  Transition Adequate Education Aid,,,,,,,,,,
"Municipal Summary of Adequacy Aid, Fiscal Disparity Aid and Transition Grant",,,,,,,,,,
,,,,,,,,,,
,,,,,,State-Wide,Calculated,Prelim Grant,Hold Harm-,FY10
,FY09,FY09,FY09,FY10/11,FY10/11,Education,Grant =,= Calculated,less Grant if,Transition
,Grant,SWEPT,Cost of,Calculated,Fiscal,Property,FY10/11 Calcu-,Grant,Prelim Grant,Grant = Prelim
,,,Adequacy,Cost of,Disparity,Tax @,lated Cost plus,Capped @,plus SWEPT,Grant plus
See footnote on last page.,,,(Grant +,Adequacy,Aid,2.135,Fiscal Disparity,FY09 Grant X,Less than,Hold Harmless
,,,SWEPT),,,(1), Less SWEPT,115%,FY09 Cost,Grant
Stoddard,0,"587,710","587,710","526,361",0,"593,567",0,0,0,0 
Strafford,"2,271,177","1,083,422","3,354,599","2,783,390",0,"1,042,273","1,741,117","1,741,117","571,209","2,312,326 "
Stratford,"818,082","108,052","926,134","755,081","137,175","115,757","776,499","776,499","33,878","810,377 "
Stratham,"1,278,251","2,560,649","3,838,900","4,986,097",0,"2,647,475","2,338,622","1,469,989",0,"1,469,989 "
Success,0,"18,286","18,286",0,0,"18,072",0,0,214,214 
Sugar Hill,0,"283,376","283,376","283,650",0,"289,401",0,0,0,0 
Sullivan,"524,317","118,185","642,502","520,148","219,800","123,133","616,815","602,965",0,"602,965 "
Sunapee,0,"2,541,205","2,541,205","2,211,155",0,"2,708,124",0,0,0,0 
Surry,"109,551","200,841","310,392","291,818",0,"178,176","113,642","113,642","18,574","132,216 "
Sutton,"330,269","633,814","964,083","1,011,723",0,"664,647","347,076","347,076",0,"347,076 "
Swanzey,"5,042,905","1,280,403","6,323,308","5,404,468","1,345,138","1,304,022","5,445,584","5,445,584",0,"5,445,584 "
Tamworth,"542,993","837,409","1,380,402","1,770,254",0,"865,682","904,572","624,442",0,"624,442 "
Temple,"608,284","358,564","966,848","976,057",0,"372,813","603,244","603,244",0,"603,244 "
Thornton,"437,257","810,315","1,247,572","1,443,104",0,"863,675","579,429","502,846",0,"502,846 "
Tilton,"940,967","1,264,574","2,205,541","2,087,060",0,"1,323,546","763,514","763,514","118,481","881,995 "
Troy,"2,074,475","273,680","2,348,155","1,831,320","657,280","295,050","2,193,550","2,193,550",0,"2,193,550 "
Tuftonboro,0,"2,483,447","2,483,447","1,587,600",0,"2,495,715",0,0,0,0 
Unity,"853,672","298,761","1,152,433","895,619",0,"300,571","595,048","595,048","256,814","851,862 "
Wakefield,"1,259,290","2,206,140","3,465,430","3,986,034",0,"2,229,089","1,756,945","1,448,184",0,"1,448,184 "
Walpole,"1,212,461","922,452","2,134,913","2,380,069",0,"898,530","1,481,539","1,394,330",0,"1,394,330 "
Warner,"1,107,620","659,245","1,766,865","1,691,726",0,"600,238","1,091,488","1,091,488","75,139","1,166,627 "
Warren,"758,937","177,030","935,967","847,717","177,363","176,612","848,468","848,468",0,"848,468 "
Washington,"82,136","556,512","638,648","919,102",0,"564,313","354,789","94,456",0,"94,456 "
Waterville Valley,0,"823,387","823,387","163,797",0,"820,976",0,0,"2,411","2,411 "
Weare,"7,724,162","1,876,535","9,600,697","7,663,119",0,"1,905,706","5,757,413","5,757,413","1,937,578","7,694,991 "
Webster,"489,786","452,838","942,624","1,149,882",0,"488,863","661,019","563,254",0,"563,254 "
Wentworth,"635,148","199,888","835,036","686,739",0,"230,036","456,703","456,703","148,297","605,000 "
Wentworth's Location,0,"20,370","20,370","16,487",0,"19,461",0,0,909,909 
Westmoreland,"631,502","420,911","1,052,413","1,043,172",0,"404,367","638,805","638,805","9,241","648,046 "
Whitefield,"1,527,551","435,479","1,963,030","1,881,973","433,725","421,669","1,894,029","1,756,684",0,"1,756,684 "
Wilmot,"371,730","386,153","757,883","806,174",0,"452,332","353,842","353,842",0,"353,842 "
Wilton,"1,069,963","981,148","2,051,111","2,397,275",0,"968,640","1,428,635","1,230,457",0,"1,230,457 "
Winchester,"3,529,631","615,638","4,145,269","3,826,156","1,264,520","636,669","4,454,007","4,059,076",0,"4,059,076 "
Windham,"2,081,377","4,905,184","6,986,561","8,344,765",0,"4,732,511","3,612,254","2,393,584",0,"2,393,584 "
Windsor,"94,059","65,935","159,994","221,629",0,"63,835","157,794","108,168",0,"108,168 "
Wolfeboro,0,"4,903,733","4,903,733","3,951,050",0,"4,582,575",0,0,"321,158","321,158 "
Woodstock,"308,594","607,568","916,162","1,088,831",0,"579,258","509,573","354,883",0,"354,883 "
,,,,,,,,,,
Atkinson & Gilmanton Academy,,"1,627","1,627",0,0,"1,579",0,0,48,48
Bean's Grant,,0,0,0,0,0,0,0,0,0
Bean's Purchase,,44,44,0,0,42,0,0,2,2
Chandler's Purchase,,83,83,0,0,80,0,0,3,3
Crawford's Purchase,,387,387,0,0,372,0,0,15,15
Cutt's Grant,,0,0,0,0,0,0,0,0,0
Erving's Grant,,189,189,0,0,188,0,0,1,1
Green's Grant,,"10,233","10,233",0,0,"9,837",0,0,396,396
Hadley's Purchase,,0,0,0,0,0,0,0,0,0
Kilkenny,,0,0,0,0,0,0,0,0,0
Livermore,,175,175,0,0,175,0,0,0,0
Low & Burbank Grant,,0,0,0,0,0,0,0,0,0
Sargent's Purchase,,"5,663","5,663",0,0,"5,444",0,0,219,219
Second College Grant,,"3,266","3,266",0,0,"3,073",0,0,193,193
Thomas & Messerve Purchase,,"14,529","14,529",0,0,"12,601",0,0,"1,928","1,928"
,,,,,,,,,,
,,,,,,,,,,
,(1)  Process for returning Statewide Education Property Tax (SWEPT) to the State:  If the SWEPT raised by a municipality is greater,,,,,,,,,
,"than the Transition cost shown above, the municipality may be required to return excess SWEPT.  This will be determined by the",,,,,,,,,
,Department of Revenue Administration when tax rates are set for the 09-10 school year.  If the total new tax revenue needed to ,,,,,,,,,
,"cover the 09-10 school budget is less than the amount that will be raised by the SWEPT, then the SWEPT will be used to cover",,,,,,,,,
,"the budget, the local school tax rate will be set at $0.00, and any SWEPT not used will be remitted to the State.",,,,,,,,,
