,From EOY Data Excl Charter And OOS,,Loc ID,,15-16 Membership,Base Adequacy      ,F &R ,Free or Reduced Differentiated Aid, SPED,ELL,SPED Diff. Aid,ELL Diff.  Aid,Grade 3 Reading Not Level 1 ,Grade 3 Reading Diff. Aid,Home School Academic ,Home School Academic Aid,Total Calculated Cost of an Adequate Education,SWEPT @,Preliminary        Grants = Cost of Adequacy            Less SWEPT,FY2012 Stabilization Grant  ,If Cost of Adequacy < SWEPT then FY12 Stabilization  @ ,FY2016 Total        Final Grant as of  3-14-16,Cap of Previous Year's 2016 Final Grant X,Preliminary + Stabilization (Capped =160% of FY16 Total Grant),"FY2017 First Estimate on 
11-15-15",Minimum First FY17 Estimate as of   11-15-15 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Pittsfield,TRUE,439,Pittsfield,517.27 ,"1,842,138.13",252.01 ,"448,736.57",118.81, 3.89 ," 227,623.33 ","2,710.44", 1.09 , 759.48 , -   , -   ," 2,521,967.95 "," 553,647 "," 1,968,321 "," 2,185,277.00 "," 2,097,865.92 "," 4,256,824 "," 6,810,919.00 "," 4,066,186.87 "," 4,057,494.86 "," 3,854,620.12 "," 4,066,186.87 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Plainfield,TRUE,441,Plainfield,284.34 ,"1,012,611.51",22.45 ,"39,975.14",39.24, 6.50 ," 75,178.35 ","4,529.01", 2.00 ," 1,393.54 ", -   , -   ," 1,133,687.55 "," 641,523 "," 492,165 "," 167,558.00 "," 160,855.68 "," 686,396 "," 1,098,233.00 "," 653,020.23 "," 679,919.51 "," 645,923.53 "," 653,020.23 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Plaistow,TRUE,443,Plaistow,"1,053.23 ","3,750,836.40",185.85 ,"330,930.09",232.53, 11.50 ," 445,494.93 ","8,012.86", 5.25 ," 3,658.04 ", 0.90 ," 3,205.14 "," 4,542,137.46 "," 2,117,625 "," 2,424,512 ", -   , -   ," 2,502,621 "," 4,004,194.00 "," 2,424,512.46 "," 2,516,172.14 "," 2,390,363.53 "," 2,424,512.46 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Plymouth,TRUE,447,Plymouth,540.11 ,"1,923,477.54",242.70 ,"432,158.90",97.10, 9.00 ," 186,030.01 ","6,270.93", -   , -   , 0.45 ," 1,602.57 "," 2,549,539.95 "," 974,850 "," 1,574,690 "," 1,711,893.00 "," 1,643,417.28 "," 3,359,214 "," 5,374,743.00 "," 3,218,107.23 "," 3,275,582.63 "," 3,111,803.50 "," 3,218,107.23 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Portsmouth,TRUE,449,Portsmouth,"2,115.88 ","7,535,219.97",403.46 ,"718,412.98",357.57, 64.69 ," 685,054.06 ","45,074.05", 1.00 , 696.77 , 4.05 ," 14,423.14 "," 8,998,880.97 "," 11,070,907 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Randolph,TRUE,451,Randolph,13.67 ,"48,682.56",2.87 ,"5,110.41",2.46, -   ," 4,713.02 ",0.00, -   , -   , -   , -   ," 58,505.99 "," 155,604 ", -   ," 16,897.00 ", -   ," 16,897 "," 27,035.00 ", -   ," 16,221.12 "," 15,410.06 "," 15,410.06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Raymond,TRUE,453,Raymond,"1,309.76 ","4,664,409.00",386.27 ,"687,803.95",263.35, 2.06 ," 504,541.73 ","1,435.35", 9.00 ," 6,270.93 ", 0.15 , 534.19 ," 5,864,995.15 "," 1,957,535 "," 3,907,460 "," 1,744,626.00 "," 1,674,840.96 "," 5,775,188 "," 9,240,301.00 "," 5,582,301.11 "," 5,656,104.02 "," 5,373,298.82 "," 5,582,301.11 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Richmond,TRUE,455,Richmond,133.08 ,"473,933.81",43.38 ,"77,243.73",30.65, 2.00 ," 58,721.11 ","1,393.54", 1.00 , 696.77 , 0.30 ," 1,068.38 "," 613,057.34 "," 216,366 "," 396,691 "," 465,859.00 "," 447,224.64 "," 842,507 "," 1,348,012.00 "," 843,915.98 "," 820,080.06 "," 779,076.06 "," 843,915.98 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Rindge,TRUE,459,Rindge,616.98 ,"2,197,232.36",157.95 ,"281,250.51",65.30, 0.06 ," 125,105.66 ",41.81, 4.02 ," 2,801.02 ", -   , -   ," 2,606,431.36 "," 1,216,977 "," 1,389,454 ", -   , -   ," 1,620,287 "," 2,592,458.00 "," 1,389,454.36 "," 1,452,501.71 "," 1,379,876.62 "," 1,389,454.36 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Rochester,TRUE,461,Rochester,"3,992.05 ","14,216,767.90","1,831.68 ","3,261,544.36",851.14, 35.27 ," 1,630,665.08 ","24,575.08", 14.95 ," 10,416.71 ", 1.95 ," 6,944.48 "," 19,150,913.61 "," 4,825,327 "," 14,325,587 "," 8,776,808.00 "," 8,425,735.68 "," 23,005,154 "," 36,808,247.00 "," 22,751,322.29 "," 22,855,353.81 "," 21,712,586.12 "," 22,751,322.29 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Rollinsford,TRUE,463,Rollinsford,262.30 ,"934,121.12",40.45 ,"72,026.48",33.57, 2.00 ," 64,315.42 ","1,393.54", 6.00 ," 4,180.62 ", -   , -   ," 1,076,037.18 "," 584,130 "," 491,907 ", -   , -   ," 597,191 "," 955,506.00 "," 491,907.18 "," 530,021.02 "," 503,519.97 "," 503,519.97 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Roxbury,TRUE,465,Roxbury,19.00 ,"67,664.13",5.50 ,"9,793.47",4.00, -   ," 7,663.44 ",0.00, -   , -   , -   , -   ," 85,121.04 "," 59,929 "," 25,192 "," 34,708.00 "," 33,319.68 "," 43,887 "," 70,219.00 "," 58,511.72 "," 54,245.42 "," 51,533.15 "," 58,511.72 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Rumney,TRUE,467,Rumney,154.24 ,"549,290.28",102.11 ,"181,820.13",31.57, -   ," 60,483.70 ",0.00, -   , -   , -   , -   ," 791,594.11 "," 369,940 "," 421,654 "," 367,966.00 "," 353,247.36 "," 739,049 "," 1,182,478.00 "," 774,901.47 "," 768,054.85 "," 729,652.11 "," 774,901.47 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Rye,TRUE,471,Rye,604.11 ,"2,151,398.82",35.09 ,"62,482.31",78.86, 2.00 ," 151,084.72 ","1,393.54", 1.00 , 696.77 , 0.68 ," 2,421.66 "," 2,369,477.82 "," 4,681,153 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Salem,TRUE,473,Salem,"3,493.24 ","12,440,370.81",582.88 ,"1,037,893.61",486.50, 66.07 ," 932,065.89 ","46,035.59", 9.00 ," 6,270.93 ", 0.30 ," 1,068.38 "," 14,463,705.21 "," 10,301,041 "," 4,162,664 ", -   , -   ," 5,711,994 "," 9,139,190.00 "," 4,162,664.21 "," 4,379,052.83 "," 4,160,100.19 "," 4,162,664.21 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Salisbury,TRUE,475,Salisbury,206.40 ,"735,046.13",60.00 ,"106,837.80",31.95, -   ," 61,211.73 ",0.00, 1.00 , 696.77 , -   , -   ," 903,792.43 "," 282,563 "," 621,229 "," 64,567.00 "," 61,984.32 "," 654,887 "," 1,047,819.00 "," 683,213.75 "," 709,227.39 "," 673,766.02 "," 683,213.75 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Sanbornton,TRUE,477,Sanbornton,313.81 ,"1,117,562.14",81.71 ,"145,495.28",49.13, 2.00 ," 94,126.20 ","1,393.54", 0.21 , 146.32 , -   , -   ," 1,358,723.48 "," 944,852 "," 413,871 "," 170,541.00 "," 163,719.36 "," 535,815 "," 857,304.00 "," 577,590.84 "," 601,221.20 "," 571,160.14 "," 577,590.84 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Sandown,TRUE,479,Sandown,956.47 ,"3,406,247.92",150.62 ,"268,198.49",228.83, 3.00 ," 438,406.24 ","2,090.31", 3.00 ," 2,090.31 ", 1.50 ," 5,341.91 "," 4,122,375.18 "," 1,305,368 "," 2,817,007 "," 1,397,719.00 "," 1,341,810.24 "," 4,354,799 "," 6,967,678.00 "," 4,158,817.42 "," 4,184,622.12 "," 3,975,391.01 "," 4,158,817.42 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Sandwich,TRUE,483,Sandwich,119.95 ,"427,174.34",21.27 ,"37,874.00",9.24, -   ," 17,702.55 ",0.00, -   , -   , -   , -   ," 482,750.89 "," 907,272 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Seabrook,TRUE,485,Seabrook,979.02 ,"3,486,554.56",431.95 ,"769,143.13",124.97, 22.23 ," 239,425.02 ","15,489.20", 7.18 ," 5,002.81 ", -   , -   ," 4,515,614.72 "," 3,559,778 "," 955,837 "," 79,050.00 "," 75,888.00 "," 1,139,624 "," 1,823,399.00 "," 1,031,724.72 "," 1,021,070.06 "," 970,016.56 "," 1,031,724.72 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Sharon,TRUE,487,Sharon,28.00 ,"99,715.56",6.00 ,"10,683.78",5.00, -   ," 9,579.30 ",0.00, -   , -   , -   , -   ," 119,978.64 "," 119,433 ", 546 ," 28,775.00 "," 27,624.00 "," 31,077 "," 49,723.00 "," 28,169.64 "," 27,624.00 "," 26,242.80 "," 28,169.64 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Shelburne,TRUE,489,Shelburne,28.46 ,"101,353.74",7.50 ,"13,354.73",5.96, -   ," 11,418.53 ",0.00, -   , -   , -   , -   ," 126,127.00 "," 110,319 "," 15,808 "," 58,638.00 "," 56,292.48 "," 58,638 "," 93,821.00 "," 72,100.48 "," 63,260.01 "," 60,097.01 "," 72,100.48 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Somersworth,TRUE,491,Somersworth,"1,512.39 ","5,386,029.14",706.45 ,"1,257,926.06",308.06, 70.56 ," 590,199.83 ","49,164.09", 6.73 ," 4,689.26 ", -   , -   ," 7,288,008.38 "," 1,950,396 "," 5,337,612 "," 2,249,150.00 "," 2,159,184.00 "," 7,811,169 "," 12,497,871.00 "," 7,496,796.38 "," 7,555,463.90 "," 7,177,690.71 "," 7,496,796.38 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,South Hampton,TRUE,495,South Hampton,92.94 ,"330,984.43",3.00 ,"5,341.89",25.73, -   ," 49,295.08 ",0.00, -   , -   , -   , -   ," 385,621.40 "," 305,630 "," 79,991 "," 19,516.00 "," 18,735.36 "," 21,077 "," 33,723.00 "," 33,723.00 "," 33,723.00 "," 32,036.85 "," 79,991.40 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Springfield,TRUE,497,Springfield,207.89 ,"740,352.42",43.77 ,"77,938.18",26.87, -   ," 51,479.16 ",0.00, -   , -   , -   , -   ," 869,769.76 "," 446,383 "," 423,387 "," 43,324.00 "," 41,591.04 "," 445,681 "," 713,089.00 "," 464,977.80 "," 445,738.99 "," 423,452.04 "," 464,977.80 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Stark,TRUE,499,Stark,45.61 ,"162,429.52",21.12 ,"37,606.91",4.00, -   ," 7,663.44 ",0.00, 1.00 , 696.77 , -   , -   ," 208,396.64 "," 123,191 "," 85,206 "," 181,655.00 "," 174,388.80 "," 270,548 "," 432,877.00 "," 259,594.44 "," 280,559.70 "," 266,531.72 "," 266,531.72 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Stewartstown,TRUE,501,Stewartstown,105.64 ,"376,212.56",62.00 ,"110,399.06",20.05, -   ," 38,412.99 ",0.00, -   , -   , -   , -   ," 525,024.61 "," 166,607 "," 358,418 "," 195,521.00 "," 187,700.16 "," 553,788 "," 886,061.00 "," 546,117.77 "," 544,155.62 "," 516,947.84 "," 546,117.77 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Stoddard,TRUE,503,Stoddard,149.20 ,"531,341.48",42.38 ,"75,463.10",24.09, -   ," 46,153.07 ",0.00, 1.00 , 696.77 , -   , -   ," 653,654.42 "," 588,201 "," 65,453 ", -   , -   , -   , -   , -   , -   , -   ," 65,453.42 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Strafford,TRUE,507,Strafford,611.95 ,"2,179,319.18",81.97 ,"145,958.24",87.94, -   ," 168,480.73 ",0.00, 5.84 ," 4,069.14 ", -   , -   ," 2,497,827.29 "," 1,029,467 "," 1,468,360 "," 639,922.00 "," 614,325.12 "," 2,247,082 "," 3,595,332.00 "," 2,082,685.41 "," 2,092,069.12 "," 1,987,465.66 "," 2,082,685.41 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Stratford,TRUE,509,Stratford,80.06 ,"285,115.28",52.28 ,"93,091.34",18.14, -   ," 34,753.70 ",0.00, 1.00 , 696.77 , -   , -   ," 413,657.09 "," 104,843 "," 308,814 "," 489,246.00 "," 469,676.16 "," 837,004 "," 1,339,207.00 "," 778,490.25 "," 748,596.47 "," 711,166.65 "," 778,490.25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Stratham,TRUE,511,Stratham,"1,245.76 ","4,436,487.72",82.09 ,"146,171.92",129.29, 5.22 ," 247,701.54 ","3,637.14", 5.00 ," 3,483.85 ", -   , -   ," 4,837,482.17 "," 2,860,071 "," 1,977,411 ", -   , -   ," 1,851,763 "," 2,962,821.00 "," 1,977,411.17 "," 1,943,469.59 "," 1,846,296.11 "," 1,977,411.17 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Sugar Hill,TRUE, 512 ,Sugar Hill,58.65 ,"208,868.49",8.50 ,"15,135.36",7.85, -   ," 15,039.50 ",0.00, -   , -   , -   , -   ," 239,043.35 "," 323,694 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
