,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,FY2019 Final Grants,,
,,,,,,,,,,,,,,,,,,,,,,as of 3-06-19,,
,,,,,,,,,,,,,,,,,FY2019,,Stabilization,,, Grants = Max of Preliminary Grant plus Stabiliation Grant @ 88% OR 95% of 11-15-17 Grant Estimate ,,
,From EOY Data Excl Charter And OOS,,,,17-18 Membership,Base Adequacy Aid,F &R ,Free or Reduced Differentiated Aid, SPED,Special Education Differentiated Aid,ELL,ELL Differentiated Aid,Grade 3 Reading Below Proficient,Grade 3 Reading Differentiated Aid,Total Calculated Cost of an Adequate Education,SWEPT @,Preliminary        Grants = Cost of Adequacy            Less SWEPT,FY2012 Stabilization Grant  ,If Preliminary Grant > 0 and  ADM > 0 then FY12 Stabilization  @ ,FY2019 First Estimate on            11-15-17,Minimum First FY19 Estimate as of   11-15-17 X,,,
,,,,,ADM,"$3,636.06 ",ADM,"$1,818.02 ",ADM,"$1,956.09 ",ADM,$711.40 ,ADM,$711.40 ,$,$2.170 ,,,88%,,95%,,,
,,,,State Total,"166,095.91","603,934,684.01 ","45,733.53","83,144,467.80 ","28,484.33 ","55,717,917.83 ","4,732.22","3,366,504.06 ","2,140.61"," 1,522,831.82 "," 747,686,405.52 "," 363,099,673 "," 414,104,878.79 "," 158,480,276 "," 138,234,410.16 "," 550,425,113.29 "," 522,903,857.68 "," 552,624,220.37 ",,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,Acworth, 94.57 ," 343,851.29 ", 40.90 ," 74,361.20 ", 17.61 ," 34,448.90 ", 1.00 , 711.40 , 2.00 ," 1,422.80 "," 454,795.59 "," 220,534 "," 234,261.59 "," 245,385.00 "," 215,938.80 "," 447,466.15 "," 425,092.84 "," 450,200.39 ",,
5,Albany,TRUE,5,Albany, 97.65 ," 355,053.26 ", 40.01 ," 72,746.98 ", 13.74 ," 26,883.13 ", -   , -   , 2.00 ," 1,422.80 "," 456,106.17 "," 240,063 "," 216,043.17 "," 315,427.00 "," 277,575.76 "," 507,592.15 "," 482,212.54 "," 493,618.93 ",,
7,Alexandria,TRUE,7,Alexandria, 201.01 ," 730,876.06 ", 78.51 ," 142,730.75 ", 25.12 ," 49,145.59 ", 2.82 ," 2,007.71 ", 1.00 , 711.40 ," 925,471.51 "," 396,927 "," 528,544.51 "," 283,426.00 "," 249,414.88 "," 718,767.69 "," 682,829.31 "," 777,959.39 ",,
9,Allenstown,TRUE,9,Allenstown, 497.63 ," 1,809,399.45 ", 201.62 ," 366,552.28 ", 91.34 ," 178,670.43 ", 2.17 ," 1,545.30 ", 3.00 ," 2,134.20 "," 2,358,301.66 "," 593,446 "," 1,764,855.66 "," 2,229,085.00 "," 1,961,594.80 "," 3,709,497.30 "," 3,524,022.44 "," 3,726,450.46 ",,
